    n, merge_cmp, merge_swaps, merge_time
 1940,     18727,           0,      10458
 1941,     18745,           0,      10195
 1942,     18732,           0,      10738
 1943,     18769,           0,      10951
 1944,     18787,           0,      10242
 1945,     18783,           0,      10545
 1946,     18796,           0,      11289
 1947,     18797,           0,      10359
 1948,     18850,           0,      10231
 1949,     18836,           0,      10401
 1950,     18840,           0,      10818
 1951,     18863,           0,      10578
 1952,     18884,           0,      10437
 1953,     18894,           0,      11873
 1954,     18871,           0,      10296
 1955,     18880,           0,      10699
 1956,     18899,           0,      10413
 1957,     18904,           0,      10908
 1958,     18907,           0,      11204
 1959,     18963,           0,      10643
 1960,     18947,           0,      11885
 1961,     18955,           0,      10590
 1962,     18976,           0,      10514
 1963,     18968,           0,      10542
 1964,     19017,           0,      10856
 1965,     19002,           0,      11194
 1966,     19039,           0,      10622
 1967,     19015,           0,      10538
 1968,     19073,           0,      10830
 1969,     19085,           0,      11241
 1970,     19113,           0,      10512
 1971,     19129,           0,      11188
 1972,     19087,           0,      11064
 1973,     19114,           0,      10680
 1974,     19142,           0,      10561
 1975,     19137,           0,      11018
 1976,     19126,           0,      11204
 1977,     19143,           0,      10833
 1978,     19178,           0,      11250
 1979,     19192,           0,      11490
 1980,     19176,           0,      10695
 1981,     19208,           0,      10927
 1982,     19249,           0,      10951
 1983,     19226,           0,      11436
 1984,     19217,           0,      10550
 1985,     19224,           0,      11296
 1986,     19241,           0,      11247
 1987,     19263,           0,      10695
 1988,     19285,           0,      10560
 1989,     19298,           0,      10897
 1990,     19268,           0,      11247
 1991,     19316,           0,      10661
 1992,     19287,           0,      11177
 1993,     19303,           0,      11122
 1994,     19309,           0,      10852
 1995,     19310,           0,      10812
 1996,     19359,           0,      11066
 1997,     19356,           0,      11210
 1998,     19354,           0,      10701
 1999,     19365,           0,      11248
 2000,     19447,           0,      13185
 2001,     19455,           0,      10771
 2002,     19423,           0,      11002
 2003,     19448,           0,      11305
 2004,     19462,           0,      10668
 2005,     19474,           0,      10959
 2006,     19467,           0,      11263
 2007,     19483,           0,      11379
 2008,     19526,           0,      10859
 2009,     19535,           0,      11149
 2010,     19520,           0,      11284
 2011,     19523,           0,      10702
 2012,     19551,           0,      11043
 2013,     19555,           0,      10958
 2014,     19522,           0,      12009
 2015,     19529,           0,      11037
 2016,     19599,           0,      11723
 2017,     19600,           0,      10794
 2018,     19628,           0,      10815
 2019,     19639,           0,      12041
 2020,     19633,           0,      11115
 2021,     19638,           0,      10775
 2022,     19684,           0,      10812
 2023,     19660,           0,      12278
 2024,     19670,           0,      10689
 2025,     19670,           0,      10990
 2026,     19702,           0,      11930
 2027,     19727,           0,      10902
 2028,     19696,           0,      10687
 2029,     19710,           0,      10990
 2030,     19744,           0,      11704
 2031,     19736,           0,      10805
 2032,     19747,           0,      10709
 2033,     19745,           0,      11840
 2034,     19791,           0,      10922
 2035,     19802,           0,      10939
 2036,     19804,           0,      10843
 2037,     19804,           0,      12148
 2038,     19836,           0,      10857
 2039,     19830,           0,      10910
 2040,     19861,           0,      11629
 2041,     19866,           0,      11805
 2042,     19878,           0,      10810
 2043,     19890,           0,      11561
 2044,     19890,           0,      11465
 2045,     19887,           0,      11078
 2046,     19908,           0,      11283
 2047,     19927,           0,      12177
 2048,     19937,           0,      10967
 2049,     19949,           0,      11337
 2050,     19946,           0,      11255
 2051,     19974,           0,      11690
 2052,     19981,           0,      11367
 2053,     19994,           0,      11495
 2054,     20011,           0,      11136
 2055,     20019,           0,      11448
 2056,     20009,           0,      12037
 2057,     20022,           0,      11169
 2058,     20014,           0,      11006
 2059,     20038,           0,      12207
 2060,     20073,           0,      11298
 2061,     20093,           0,      11214
 2062,     20112,           0,      11548
 2063,     20127,           0,      11934
 2064,     20114,           0,      11133
 2065,     20130,           0,      11683
 2066,     20135,           0,      11459
 2067,     20122,           0,      11226
 2068,     20138,           0,      11671
 2069,     20158,           0,      11117
 2070,     20158,           0,      11913
 2071,     20194,           0,      11641
 2072,     20217,           0,      11845
 2073,     20222,           0,      11363
 2074,     20223,           0,      11567
 2075,     20233,           0,      12302
 2076,     20239,           0,      11292
 2077,     20241,           0,      11582
 2078,     20288,           0,      11214
 2079,     20284,           0,      12258
 2080,     20313,           0,      11991
 2081,     20327,           0,      11976
 2082,     20305,           0,      11543
 2083,     20323,           0,      11886
 2084,     20361,           0,      12036
 2085,     20368,           0,      11272
 2086,     20380,           0,      12176
 2087,     20378,           0,      11218
 2088,     20402,           0,      12159
 2089,     20410,           0,      11965
 2090,     20410,           0,      12435
 2091,     20444,           0,      11344
 2092,     20427,           0,      12408
 2093,     20428,           0,      12682
 2094,     20446,           0,      12113
 2095,     20476,           0,      12300
 2096,     20474,           0,      11545
 2097,     20489,           0,      11676
 2098,     20483,           0,      11678
 2099,     20497,           0,      12349
 2100,     20534,           0,      11504
 2101,     20542,           0,      12443
 2102,     20533,           0,      12149
 2103,     20562,           0,      11645
 2104,     20572,           0,      12167
 2105,     20588,           0,      11405
 2106,     20600,           0,      12245
 2107,     20611,           0,      12740
 2108,     20610,           0,      12442
 2109,     20612,           0,      11348
 2110,     20624,           0,      12251
 2111,     20616,           0,      12110
 2112,     20658,           0,      11641
 2113,     20668,           0,      12300
 2114,     20702,           0,      11584
 2115,     20716,           0,      12110
 2116,     20715,           0,      12410
 2117,     20738,           0,      12300
 2118,     20720,           0,      11513
 2119,     20741,           0,      12471
 2120,     20743,           0,      12351
 2121,     20755,           0,      11799
 2122,     20770,           0,      12196
 2123,     20801,           0,      11655
 2124,     20801,           0,      12067
 2125,     20824,           0,      12572
 2126,     20801,           0,      12390
 2127,     20852,           0,      11711
 2128,     20870,           0,      12567
 2129,     20880,           0,      12231
 2130,     20915,           0,      11812
 2131,     20922,           0,      12206
 2132,     20917,           0,      11693
 2133,     20912,           0,      12162
 2134,     20954,           0,      12488
 2135,     20949,           0,      12164
 2136,     20957,           0,      11862
 2137,     20971,           0,      12370
 2138,     20969,           0,      12665
 2139,     20992,           0,      11937
 2140,     21006,           0,      12420
 2141,     21010,           0,      11753
 2142,     21031,           0,      12167
 2143,     21008,           0,      12700
 2144,     21028,           0,      12332
 2145,     21038,           0,      11882
 2146,     21037,           0,      12366
 2147,     21046,           0,      12412
 2148,     21077,           0,      11820
 2149,     21081,           0,      12480
 2150,     21067,           0,      12514
 2151,     21076,           0,      11688
 2152,     21107,           0,      12583
 2153,     21113,           0,      12389
 2154,     21151,           0,      11941
 2155,     21151,           0,      12476
 2156,     21191,           0,      11904
 2157,     21188,           0,      12646
 2158,     21201,           0,      14640
 2159,     21209,           0,      12511
 2160,     21219,           0,      11888
 2161,     21241,           0,      12578
 2162,     21228,           0,      12386
 2163,     21228,           0,      12153
 2164,     21245,           0,      12374
 2165,     21270,           0,      12704
 2166,     21262,           0,      11852
 2167,     21268,           0,      12835
 2168,     21312,           0,      12896
 2169,     21321,           0,      11881
 2170,     21343,           0,      13168
 2171,     21350,           0,      11849
 2172,     21331,           0,      11955
 2173,     21333,           0,      12372
 2174,     21353,           0,      12369
 2175,     21388,           0,      12077
 2176,     21388,           0,      12470
 2177,     21398,           0,      11922
 2178,     21372,           0,      12650
 2179,     21415,           0,      12737
 2180,     21451,           0,      12559
 2181,     21447,           0,      12086
 2182,     21450,           0,      13442
 2183,     21436,           0,      12395
 2184,     21500,           0,      12089
 2185,     21525,           0,      12737
 2186,     21525,           0,      12916
 2187,     21536,           0,      12741
 2188,     21516,           0,      12699
 2189,     21556,           0,      12646
 2190,     21552,           0,      12051
 2191,     21567,           0,      12635
 2192,     21567,           0,      12333
 2193,     21583,           0,      12601
 2194,     21597,           0,      12670
 2195,     21629,           0,      12797
 2196,     21621,           0,      12041
 2197,     21644,           0,      12722
 2198,     21607,           0,      12019
 2199,     21629,           0,      12580
 2200,     21661,           0,      12974
 2201,     21674,           0,      12567
 2202,     21701,           0,      12172
 2203,     21708,           0,      12673
 2204,     21761,           0,      12277
 2205,     21761,           0,      12085
 2206,     21735,           0,      12625
 2207,     21753,           0,      12935
 2208,     21773,           0,      12469
 2209,     21790,           0,      13087
 2210,     21835,           0,      12705
 2211,     21848,           0,      12222
 2212,     21838,           0,      12841
 2213,     21855,           0,      13322
 2214,     21848,           0,      12233
 2215,     21851,           0,      12790
 2216,     21877,           0,      12826
 2217,     21875,           0,      12233
 2218,     21907,           0,      12793
 2219,     21925,           0,      12767
 2220,     21903,           0,      12116
 2221,     21931,           0,      12914
 2222,     21928,           0,      12727
 2223,     21938,           0,      12325
 2224,     21967,           0,      12820
 2225,     21974,           0,      12341
 2226,     21978,           0,      12320
 2227,     21968,           0,      12992
 2228,     21969,           0,      12974
 2229,     21989,           0,      12221
 2230,     22010,           0,      13045
 2231,     21997,           0,      12232
 2232,     22017,           0,      14918
 2233,     22032,           0,      13189
 2234,     22070,           0,      12899
 2235,     22093,           0,      12378
 2236,     22101,           0,      12934
 2237,     22114,           0,      12331
 2238,     22067,           0,      12632
 2239,     22116,           0,      13122
 2240,     22133,           0,      12897
 2241,     22143,           0,      12391
 2242,     22179,           0,      14009
 2243,     22166,           0,      12580
 2244,     22191,           0,      12410
 2245,     22191,           0,      12838
 2246,     22180,           0,      12989
 2247,     22205,           0,      12505
 2248,     22203,           0,      13822
 2249,     22219,           0,      12688
 2250,     22259,           0,      12341
 2251,     22262,           0,      13153
 2252,     22263,           0,      13089
 2253,     22270,           0,      12662
 2254,     22297,           0,      14158
 2255,     22303,           0,      12320
 2256,     22286,           0,      12453
 2257,     22298,           0,      13043
 2258,     22329,           0,      13833
 2259,     22317,           0,      12563
 2260,     22371,           0,      16140
 2261,     22385,           0,      13922
 2262,     22395,           0,      12459
 2263,     22398,           0,      12974
 2264,     22370,           0,      13168
 2265,     22371,           0,      12583
 2266,     22398,           0,      13271
 2267,     22401,           0,      12979
 2268,     22468,           0,      12653
 2269,     22467,           0,      13289
 2270,     22421,           0,      12496
 2271,     22463,           0,      12575
 2272,     22514,           0,      13298
 2273,     22524,           0,      13291
 2274,     22547,           0,      12670
 2275,     22544,           0,      13304
 2276,     22534,           0,      12886
 2277,     22551,           0,      12409
 2278,     22596,           0,      13187
 2279,     22595,           0,      13220
 2280,     22594,           0,      12657
 2281,     22596,           0,      14420
 2282,     22622,           0,      12556
 2283,     22618,           0,      12588
 2284,     22631,           0,      13200
 2285,     22651,           0,      13745
 2286,     22643,           0,      12604
 2287,     22663,           0,      13830
 2288,     22693,           0,      12676
 2289,     22708,           0,      12573
 2290,     22705,           0,      13180
 2291,     22709,           0,      13285
 2292,     22697,           0,      12805
 2293,     22714,           0,      13247
 2294,     22740,           0,      13270
 2295,     22755,           0,      12704
 2296,     22782,           0,      13430
 2297,     22784,           0,      13444
 2298,     22819,           0,      12655
 2299,     22811,           0,      13364
 2300,     22870,           0,      13438
 2301,     22860,           0,      12835
 2302,     22843,           0,      13463
 2303,     22835,           0,      14954
 2304,     22841,           0,      12901
 2305,     22851,           0,      13283
 2306,     22865,           0,      13235
 2307,     22879,           0,      12931
 2308,     22902,           0,      14008
 2309,     22899,           0,      12917
 2310,     22917,           0,      14033
 2311,     22943,           0,      14851
 2312,     22975,           0,      14930
 2313,     22981,           0,      14237
 2314,     22976,           0,      20065
 2315,     22985,           0,      13901
 2316,     23005,           0,      15130
 2317,     23013,           0,      13309
 2318,     23001,           0,      13717
 2319,     23031,           0,      13024
 2320,     23061,           0,      13333
 2321,     23079,           0,      13605
 2322,     23059,           0,      12870
 2323,     23079,           0,      13713
 2324,     23101,           0,      12846
 2325,     23124,           0,      12805
 2326,     23129,           0,      13284
 2327,     23142,           0,      13294
 2328,     23171,           0,      12945
 2329,     23177,           0,      14055
 2330,     23154,           0,      12922
 2331,     23178,           0,      12819
 2332,     23186,           0,      13317
 2333,     23198,           0,      13666
 2334,     23216,           0,      12875
 2335,     23245,           0,      13622
 2336,     23240,           0,      14070
 2337,     23248,           0,      12956
 2338,     23268,           0,      13781
 2339,     23278,           0,      13336
 2340,     23328,           0,      13035
 2341,     23324,           0,      14233
 2342,     23323,           0,      13619
 2343,     23313,           0,      13077
 2344,     23372,           0,      14312
 2345,     23382,           0,      12980
 2346,     23370,           0,      13013
 2347,     23370,           0,      13499
 2348,     23363,           0,      13809
 2349,     23387,           0,      12955
 2350,     23401,           0,      13537
 2351,     23416,           0,      13725
 2352,     23437,           0,      12987
 2353,     23453,           0,      15405
 2354,     23450,           0,      13191
 2355,     23474,           0,      12917
 2356,     23468,           0,      13770
 2357,     23466,           0,      13668
 2358,     23460,           0,      13219
 2359,     23502,           0,      13735
 2360,     23538,           0,      13743
 2361,     23544,           0,      13165
 2362,     23543,           0,      13592
 2363,     23559,           0,      13856
 2364,     23545,           0,      13378
 2365,     23566,           0,      13521
 2366,     23554,           0,      13652
 2367,     23579,           0,      13149
 2368,     23624,           0,      14682
 2369,     23637,           0,      13349
 2370,     23638,           0,      13026
 2371,     23644,           0,      15266
 2372,     23639,           0,      13832
 2373,     23663,           0,      13182
 2374,     23672,           0,      13865
 2375,     23668,           0,      13947
 2376,     23716,           0,      13249
 2377,     23729,           0,      14806
 2378,     23734,           0,      13239
 2379,     23734,           0,      13143
 2380,     23747,           0,      13723
 2381,     23731,           0,      13691
 2382,     23768,           0,      13597
 2383,     23787,           0,      13830
 2384,     23800,           0,      13848
 2385,     23813,           0,      13156
 2386,     23825,           0,      14620
 2387,     23840,           0,      13555
 2388,     23848,           0,      13132
 2389,     23860,           0,      13963
 2390,     23863,           0,      13983
 2391,     23872,           0,      13216
 2392,     23892,           0,      14014
 2393,     23903,           0,      13800
 2394,     23911,           0,      13415
 2395,     23930,           0,      14702
 2396,     23930,           0,      13206
 2397,     23945,           0,      13233
 2398,     23948,           0,      13906
 2399,     23952,           0,      13863
 2400,     23952,           0,      13458
 2401,     23968,           0,      13774
 2402,     24002,           0,      13978
 2403,     24005,           0,      13420
 2404,     23993,           0,      14302
 2405,     24003,           0,      13565
 2406,     24056,           0,      13240
 2407,     24057,           0,      13983
 2408,     24091,           0,      14065
 2409,     24102,           0,      13496
 2410,     24077,           0,      14058
 2411,     24084,           0,      14101
 2412,     24104,           0,      13329
 2413,     24104,           0,      14840
 2414,     24123,           0,      13319
 2415,     24137,           0,      13370
 2416,     24149,           0,      14062
 2417,     24150,           0,      14003
 2418,     24157,           0,      13534
 2419,     24151,           0,      13948
 2420,     24170,           0,      14106
 2421,     24203,           0,      13555
 2422,     24213,           0,      15053
 2423,     24218,           0,      13576
 2424,     24249,           0,      13355
 2425,     24266,           0,      13911
 2426,     24246,           0,      14075
 2427,     24294,           0,      13458
 2428,     24295,           0,      14159
 2429,     24309,           0,      14576
 2430,     24306,           0,      13482
 2431,     24329,           0,      14713
 2432,     24358,           0,      13948
 2433,     24365,           0,      13350
 2434,     24359,           0,      14426
 2435,     24370,           0,      14037
 2436,     24412,           0,      13547
 2437,     24423,           0,      14300
 2438,     24415,           0,      15682
 2439,     24433,           0,      13579
 2440,     24442,           0,      14936
 2441,     24467,           0,      13569
 2442,     24468,           0,      13690
 2443,     24472,           0,      15784
 2444,     24465,           0,      13622
 2445,     24487,           0,      13576
 2446,     24503,           0,      14240
 2447,     24499,           0,      13911
 2448,     24550,           0,      13739
 2449,     24550,           0,      14860
 2450,     24566,           0,      14332
 2451,     24574,           0,      13844
 2452,     24572,           0,      14122
 2453,     24568,           0,      14523
 2454,     24598,           0,      13802
 2455,     24616,           0,      15030
 2456,     24641,           0,      13879
 2457,     24650,           0,      13568
 2458,     24625,           0,      14298
 2459,     24611,           0,      15000
 2460,     24652,           0,      13719
 2461,     24676,           0,      14261
 2462,     24693,           0,      14452
 2463,     24677,           0,      13614
 2464,     24686,           0,      14320
 2465,     24693,           0,      14481
 2466,     24726,           0,      13835
 2467,     24768,           0,      15144
 2468,     24736,           0,      13739
 2469,     24744,           0,      13698
 2470,     24757,           0,      14437
 2471,     24785,           0,      14319
 2472,     24814,           0,      13965
 2473,     24819,           0,      14445
 2474,     24809,           0,      14566
 2475,     24823,           0,      14244
 2476,     24839,           0,      15119
 2477,     24844,           0,      13915
 2478,     24843,           0,      13692
 2479,     24843,           0,      15249
 2480,     24876,           0,      13854
 2481,     24893,           0,      13792
 2482,     24867,           0,      14389
 2483,     24909,           0,      14102
 2484,     24967,           0,      13742
 2485,     24983,           0,      14484
 2486,     24969,           0,      14959
 2487,     24991,           0,      13892
 2488,     24984,           0,      14425
 2489,     24990,           0,      14674
 2490,     24982,           0,      13898
 2491,     25022,           0,      15154
 2492,     25036,           0,      14087
 2493,     25067,           0,      13806
 2494,     25050,           0,      15476
 2495,     25060,           0,      14049
 2496,     25147,           0,      13731
 2497,     25159,           0,      14539
 2498,     25121,           0,      14622
 2499,     25140,           0,      14094
 2500,     25166,           0,      14497
 2501,     25184,           0,      14605
 2502,     25171,           0,      14160
 2503,     25179,           0,      16152
 2504,     25170,           0,      14669
 2505,     25172,           0,      14003
 2506,     25232,           0,      15614
 2507,     25229,           0,      13957
 2508,     25152,           0,      14027
 2509,     25164,           0,      15379
 2510,     25236,           0,      13939
 2511,     25284,           0,      14287
 2512,     25233,           0,      14823
 2513,     25240,           0,      14342
 2514,     25272,           0,      14305
 2515,     25263,           0,      14430
 2516,     25283,           0,      14595
 2517,     25309,           0,      14159
 2518,     25307,           0,      14630
 2519,     25282,           0,      14824
 2520,     25329,           0,      14452
 2521,     25352,           0,      15254
 2522,     25355,           0,      14148
 2523,     25357,           0,      14003
 2524,     25386,           0,      15527
 2525,     25372,           0,      14192
 2526,     25410,           0,      13990
 2527,     25435,           0,      14556
 2528,     25409,           0,      14257
 2529,     25420,           0,      14052
 2530,     25423,           0,      14584
 2531,     25417,           0,      14842
 2532,     25439,           0,      14169
 2533,     25456,           0,      14569
 2534,     25523,           0,      15275
 2535,     25503,           0,      14230
 2536,     25507,           0,      15404
 2537,     25537,           0,      14238
 2538,     25555,           0,      13968
 2539,     25557,           0,      15562
 2540,     25556,           0,      14395
 2541,     25547,           0,      13966
 2542,     25581,           0,      15408
 2543,     25604,           0,      14268
 2544,     25637,           0,      13998
 2545,     25645,           0,      14813
 2546,     25617,           0,      14803
 2547,     25641,           0,      14396
 2548,     25687,           0,      14858
 2549,     25703,           0,      14930
 2550,     25663,           0,      14414
 2551,     25674,           0,      15058
 2552,     25653,           0,      14889
 2553,     25678,           0,      14152
 2554,     25714,           0,      15722
 2555,     25731,           0,      14351
 2556,     25760,           0,      14047
 2557,     25764,           0,      15641
 2558,     25795,           0,      14370
 2559,     25805,           0,      14182
 2560,     25824,           0,      15679
 2561,     25837,           0,      14383
 2562,     25860,           0,      14156
 2563,     25853,           0,      14913
 2564,     25824,           0,      15258
 2565,     25842,           0,      14255
 2566,     25873,           0,      14995
 2567,     25879,           0,      16373
 2568,     25949,           0,      14363
 2569,     25960,           0,      14903
 2570,     25961,           0,      15008
 2571,     25963,           0,      14596
 2572,     25958,           0,      14935
 2573,     25978,           0,      15363
 2574,     25959,           0,      14426
 2575,     26000,           0,      16156
 2576,     25993,           0,      14573
 2577,     26007,           0,      14446
 2578,     26009,           0,      15803
 2579,     26041,           0,      14573
 2580,     26009,           0,      14219
 2581,     26030,           0,      15918
 2582,     26075,           0,      14586
 2583,     26052,           0,      14426
 2584,     26094,           0,      16009
 2585,     26092,           0,      14545
 2586,     26148,           0,      14314
 2587,     26144,           0,      15989
 2588,     26160,           0,      14734
 2589,     26154,           0,      14323
 2590,     26172,           0,      15073
 2591,     26179,           0,      14916
 2592,     26174,           0,      14398
 2593,     26185,           0,      19952
 2594,     26212,           0,      14679
 2595,     26220,           0,      14391
 2596,     26195,           0,      15089
 2597,     26233,           0,      14874
 2598,     26216,           0,      14373
 2599,     26242,           0,      15125
 2600,     26289,           0,      15212
 2601,     26293,           0,      14522
 2602,     26304,           0,      15187
 2603,     26322,           0,      15990
 2604,     26300,           0,      14680
 2605,     26320,           0,      14964
 2606,     26340,           0,      15329
 2607,     26345,           0,      14746
 2608,     26353,           0,      15178
 2609,     26369,           0,      15412
 2610,     26391,           0,      14822
 2611,     26423,           0,      15965
 2612,     26433,           0,      14991
 2613,     26433,           0,      14770
 2614,     26462,           0,      16816
 2615,     26496,           0,      14986
 2616,     26461,           0,      14642
 2617,     26471,           0,      15953
 2618,     26458,           0,      14722
 2619,     26476,           0,      14696
 2620,     26520,           0,      16057
 2621,     26545,           0,      14774
 2622,     26582,           0,      14685
 2623,     26588,           0,      15953
 2624,     26547,           0,      14814
 2625,     26556,           0,      14671
 2626,     26593,           0,      16163
 2627,     26611,           0,      14868
 2628,     26574,           0,      14698
 2629,     26592,           0,      16702
 2630,     26611,           0,      14681
 2631,     26628,           0,      14804
 2632,     26637,           0,      16271
 2633,     26646,           0,      14888
 2634,     26666,           0,      14789
 2635,     26657,           0,      16274
 2636,     26668,           0,      14804
 2637,     26678,           0,      14811
 2638,     26696,           0,      16484
 2639,     26696,           0,      14734
 2640,     26739,           0,      14755
 2641,     26755,           0,      16420
 2642,     26765,           0,      15269
 2643,     26784,           0,      15066
 2644,     26771,           0,      16666
 2645,     26800,           0,      15001
 2646,     26793,           0,      14793
 2647,     26804,           0,      16346
 2648,     26843,           0,      15050
 2649,     26833,           0,      14795
 2650,     26863,           0,      16613
 2651,     26871,           0,      15058
 2652,     26855,           0,      14686
 2653,     26854,           0,      16115
 2654,     26859,           0,      15007
 2655,     26857,           0,      14723
 2656,     26886,           0,      16480
 2657,     26894,           0,      15100
 2658,     26935,           0,      15010
 2659,     26949,           0,      15504
 2660,     26983,           0,      15129
 2661,     26996,           0,      14880
 2662,     26997,           0,      15958
 2663,     27011,           0,      15218
 2664,     27007,           0,      14827
 2665,     27010,           0,      16368
 2666,     27014,           0,      15043
 2667,     27025,           0,      14721
 2668,     27058,           0,      15895
 2669,     27072,           0,      15125
 2670,     27104,           0,      15081
 2671,     27105,           0,      16386
 2672,     27133,           0,      15389
 2673,     27136,           0,      15178
 2674,     27143,           0,      16565
 2675,     27159,           0,      15158
 2676,     27124,           0,      14914
 2677,     27134,           0,      16072
 2678,     27129,           0,      14917
 2679,     27124,           0,      15050
 2680,     27211,           0,      16266
 2681,     27216,           0,      15123
 2682,     27188,           0,      15079
 2683,     27212,           0,      16946
 2684,     27252,           0,      14976
 2685,     27260,           0,      15035
 2686,     27255,           0,      16517
 2687,     27271,           0,      15131
 2688,     27304,           0,      15179
 2689,     27317,           0,      18931
 2690,     27338,           0,      15128
 2691,     27350,           0,      14911
 2692,     27380,           0,      16445
 2693,     27395,           0,      15331
 2694,     27394,           0,      14936
 2695,     27381,           0,      16512
 2696,     27397,           0,      15245
 2697,     27413,           0,      15071
 2698,     27439,           0,      16836
 2699,     27455,           0,      15312
 2700,     27458,           0,      15080
 2701,     27482,           0,      16363
 2702,     27453,           0,      15384
 2703,     27446,           0,      15155
 2704,     27495,           0,      16690
 2705,     27513,           0,      15302
 2706,     27502,           0,      15131
 2707,     27537,           0,      16363
 2708,     27547,           0,      15983
 2709,     27556,           0,      15192
 2710,     27529,           0,      16326
 2711,     27532,           0,      15257
 2712,     27543,           0,      16536
 2713,     27564,           0,      15495
 2714,     27576,           0,      15105
 2715,     27634,           0,      16647
 2716,     27609,           0,      15335
 2717,     27632,           0,      15434
 2718,     27667,           0,      16520
 2719,     27663,           0,      15466
 2720,     27668,           0,      15211
 2721,     27686,           0,      16642
 2722,     27724,           0,      15736
 2723,     27728,           0,      15417
 2724,     27709,           0,      16323
 2725,     27723,           0,      15278
 2726,     27761,           0,      15388
 2727,     27774,           0,      15928
 2728,     27756,           0,      16030
 2729,     27766,           0,      15335
 2730,     27790,           0,      16381
 2731,     27803,           0,      15309
 2732,     27820,           0,      15477
 2733,     27845,           0,      16083
 2734,     27799,           0,      16137
 2735,     27814,           0,      15315
 2736,     27864,           0,      15825
 2737,     27885,           0,      16237
 2738,     27850,           0,      15391
 2739,     27886,           0,      15803
 2740,     27937,           0,      16000
 2741,     27941,           0,      15285
 2742,     27886,           0,      15879
 2743,     27935,           0,      16088
 2744,     27929,           0,      15363
 2745,     27949,           0,      15864
 2746,     27983,           0,      16183
 2747,     27995,           0,      15562
 2748,     27992,           0,      18302
 2749,     28007,           0,      15473
 2750,     28008,           0,      15363
 2751,     28010,           0,      16867
 2752,     28035,           0,      15502
 2753,     28044,           0,      15487
 2754,     28043,           0,      16782
 2755,     28068,           0,      15708
 2756,     28059,           0,      15311
 2757,     28059,           0,      16822
 2758,     28068,           0,      15783
 2759,     28128,           0,      15326
 2760,     28107,           0,      16705
 2761,     28107,           0,      15774
 2762,     28149,           0,      15395
 2763,     28159,           0,      16944
 2764,     28186,           0,      15716
 2765,     28219,           0,      16098
 2766,     28195,           0,      16746
 2767,     28200,           0,      16129
 2768,     28248,           0,      16140
 2769,     28251,           0,      16188
 2770,     28276,           0,      15584
 2771,     28276,           0,      16008
 2772,     28258,           0,      16399
 2773,     28270,           0,      15395
 2774,     28261,           0,      16176
 2775,     28292,           0,      16012
 2776,     28313,           0,      15907
 2777,     28327,           0,      16924
 2778,     28305,           0,      15856
 2779,     28318,           0,      17005
 2780,     28395,           0,      15594
 2781,     28405,           0,      15569
 2782,     28385,           0,      17186
 2783,     28375,           0,      15703
 2784,     28419,           0,      15520
 2785,     28431,           0,      16708
 2786,     28435,           0,      15798
 2787,     28441,           0,      15502
 2788,     28458,           0,      17105
 2789,     28465,           0,      15775
 2790,     28448,           0,      17174
 2791,     28488,           0,      15738
 2792,     28499,           0,      15777
 2793,     28513,           0,      16194
 2794,     28473,           0,      16351
 2795,     28504,           0,      16273
 2796,     28525,           0,      16144
 2797,     28538,           0,      15698
 2798,     28549,           0,      17148
 2799,     28575,           0,      15829
 2800,     28569,           0,      17157
 2801,     28579,           0,      15888
 2802,     28617,           0,      15725
 2803,     28601,           0,      16632
 2804,     28637,           0,      16106
 2805,     28629,           0,      17880
 2806,     28622,           0,      16721
 2807,     28654,           0,      15787
 2808,     28683,           0,      16246
 2809,     28706,           0,      16553
 2810,     28722,           0,      15895
 2811,     28712,           0,      16363
 2812,     28733,           0,      16400
 2813,     28743,           0,      17741
 2814,     28743,           0,      16008
 2815,     28783,           0,      15842
 2816,     28741,           0,      17210
 2817,     28752,           0,      15907
 2818,     28754,           0,      15711
 2819,     28770,           0,      17129
 2820,     28773,           0,      15962
 2821,     28797,           0,      15909
 2822,     28836,           0,      17010
 2823,     28833,           0,      16020
 2824,     28838,           0,      16505
 2825,     28859,           0,      16868
 2826,     28892,           0,      16302
 2827,     28889,           0,      15940
 2828,     28938,           0,      16618
 2829,     28934,           0,      17297
 2830,     28952,           0,      15980
 2831,     28954,           0,      17120
 2832,     28933,           0,      16215
 2833,     28946,           0,      15763
 2834,     28981,           0,      17246
 2835,     28984,           0,      16299
 2836,     28984,           0,      17115
 2837,     29005,           0,      16181
 2838,     29033,           0,      16299
 2839,     29061,           0,      16584
 2840,     29091,           0,      16689
 2841,     29101,           0,      16687
 2842,     29074,           0,      16386
 2843,     29114,           0,      16258
 2844,     29129,           0,      17164
 2845,     29112,           0,      16109
 2846,     29096,           0,      17678
 2847,     29125,           0,      16236
 2848,     29138,           0,      16032
 2849,     29141,           0,      17364
 2850,     29183,           0,      17775
 2851,     29176,           0,      17055
 2852,     29208,           0,      16072
 2853,     29246,           0,      16542
 2854,     29246,           0,      16565
 2855,     29202,           0,      16465
 2856,     29224,           0,      17138
 2857,     29248,           0,      16329
 2858,     29251,           0,      17438
 2859,     29245,           0,      16276
 2860,     29326,           0,      16336
 2861,     29327,           0,      18891
 2862,     29314,           0,      16656
 2863,     29328,           0,      16559
 2864,     29311,           0,      16699
 2865,     29328,           0,      17592
 2866,     29381,           0,      16340
 2867,     29380,           0,      17771
 2868,     29318,           0,      16405
 2869,     29367,           0,      16110
 2870,     29406,           0,      17665
