    n, merge_cmp, merge_swaps, merge_time
 5358,     59644,           0,      33113
 5359,     59660,           0,      33880
 5360,     59706,           0,      34051
 5361,     59722,           0,      33218
 5362,     59749,           0,      34790
 5363,     59741,           0,      34027
 5364,     59745,           0,      33926
 5365,     59751,           0,      34923
 5366,     59792,           0,      33695
 5367,     59774,           0,      34085
 5368,     59846,           0,      33801
 5369,     59862,           0,      34267
 5370,     59877,           0,      34657
 5371,     59857,           0,      34472
 5372,     59873,           0,      33316
 5373,     59903,           0,      34372
 5374,     59888,           0,      34671
 5375,     59866,           0,      34183
 5376,     59947,           0,      32716
 5377,     59960,           0,      33899
 5378,     59955,           0,      34271
 5379,     59979,           0,      33287
 5380,     60018,           0,      33794
 5381,     60026,           0,      34327
 5382,     60029,           0,      34085
 5383,     60058,           0,      35958
 5384,     60127,           0,      34511
 5385,     60120,           0,      34434
 5386,     60074,           0,      34760
 5387,     60088,           0,      33192
 5388,     60104,           0,      37095
 5389,     60126,           0,      34297
 5390,     60139,           0,      34156
 5391,     60141,           0,      34070
 5392,     60166,           0,      36028
 5393,     60179,           0,      34426
 5394,     60177,           0,      33904
 5395,     60221,           0,      35394
 5396,     60195,           0,      34448
 5397,     60199,           0,      34688
 5398,     60244,           0,      34481
 5399,     60262,           0,      34136
 5400,     60267,           0,      34281
 5401,     60261,           0,      34532
 5402,     60300,           0,      34467
 5403,     60286,           0,      34379
 5404,     60287,           0,      34789
 5405,     60306,           0,      35121
 5406,     60295,           0,      34618
 5407,     60301,           0,      34251
 5408,     60386,           0,      33910
 5409,     60402,           0,      34650
 5410,     60387,           0,      34814
 5411,     60403,           0,      33459
 5412,     60395,           0,      34525
 5413,     60402,           0,      34648
 5414,     60456,           0,      34376
 5415,     60469,           0,      35615
 5416,     60487,           0,      34263
 5417,     60495,           0,      34989
 5418,     60500,           0,      34603
 5419,     60509,           0,      36000
 5420,     60489,           0,      33504
 5421,     60523,           0,      34658
 5422,     60454,           0,      34540
 5423,     60507,           0,      34305
 5424,     60533,           0,      34393
 5425,     60561,           0,      34060
 5426,     60533,           0,      34693
 5427,     60580,           0,      34489
 5428,     60602,           0,      34906
 5429,     60599,           0,      34470
 5430,     60653,           0,      33551
 5431,     60690,           0,      34392
 5432,     60610,           0,      34594
 5433,     60623,           0,      34671
 5434,     60705,           0,      33957
 5435,     60691,           0,      34708
 5436,     60700,           0,      35875
 5437,     60747,           0,      39901
 5438,     60732,           0,      35621
 5439,     60782,           0,      34871
 5440,     60735,           0,      34920
 5441,     60752,           0,      34833
 5442,     60796,           0,      34697
 5443,     60813,           0,      34982
 5444,     60867,           0,      34353
 5445,     60892,           0,      38205
 5446,     60865,           0,      34686
 5447,     60907,           0,      34919
 5448,     60879,           0,      35204
 5449,     60899,           0,      34328
 5450,     60876,           0,      34875
 5451,     60924,           0,      34773
 5452,     60909,           0,      35687
 5453,     60934,           0,      34987
 5454,     60998,           0,      34809
 5455,     60932,           0,      34762
 5456,     60943,           0,      34726
 5457,     60939,           0,      34995
 5458,     61024,           0,      34229
 5459,     61021,           0,      35114
 5460,     61019,           0,      34893
 5461,     61044,           0,      34849
 5462,     61020,           0,      34572
 5463,     61003,           0,      34938
 5464,     61047,           0,      35416
 5465,     61032,           0,      35116
 5466,     61120,           0,      34564
 5467,     61140,           0,      35368
 5468,     61071,           0,      34884
 5469,     61129,           0,      34943
 5470,     61089,           0,      35665
 5471,     61134,           0,      36084
 5472,     61153,           0,      36569
 5473,     61172,           0,      35121
 5474,     61171,           0,      36551
 5475,     61225,           0,      35073
 5476,     61227,           0,      36145
 5477,     61213,           0,      35085
 5478,     61235,           0,      35272
 5479,     61281,           0,      35518
 5480,     61349,           0,      35093
 5481,     61349,           0,      35778
 5482,     61294,           0,      34775
 5483,     61303,           0,      36051
 5484,     61258,           0,      35551
 5485,     61270,           0,      35357
 5486,     61326,           0,      34771
 5487,     61336,           0,      37024
 5488,     61323,           0,      35024
 5489,     61332,           0,      35090
 5490,     61363,           0,      35283
 5491,     61415,           0,      34972
 5492,     61398,           0,      35122
 5493,     61400,           0,      36541
 5494,     61442,           0,      36794
 5495,     61467,           0,      35403
 5496,     61486,           0,      34598
 5497,     61489,           0,      35216
 5498,     61502,           0,      36488
 5499,     61498,           0,      34854
 5500,     61515,           0,      35579
 5501,     61521,           0,      36025
 5502,     61522,           0,      35744
 5503,     61541,           0,      36188
 5504,     61557,           0,      35398
 5505,     61572,           0,      36363
 5506,     61526,           0,      35493
 5507,     61563,           0,      35654
 5508,     61603,           0,      35693
 5509,     61616,           0,      36456
 5510,     61588,           0,      35710
 5511,     61626,           0,      34979
 5512,     61608,           0,      34816
 5513,     61624,           0,      35401
 5514,     61660,           0,      35614
 5515,     61594,           0,      36062
 5516,     61650,           0,      35772
 5517,     61691,           0,      35331
 5518,     61704,           0,      35668
 5519,     61734,           0,      35787
 5520,     61749,           0,      35596
 5521,     61774,           0,      35296
 5522,     61732,           0,      35012
 5523,     61760,           0,      35948
 5524,     61767,           0,      36436
 5525,     61806,           0,      35205
 5526,     61856,           0,      35426
 5527,     61803,           0,      35674
 5528,     61914,           0,      36396
 5529,     61930,           0,      35460
 5530,     61938,           0,      36020
 5531,     61924,           0,      36435
 5532,     61896,           0,      35479
 5533,     61878,           0,      35709
 5534,     61914,           0,      35191
 5535,     61938,           0,      36300
 5536,     62046,           0,      35768
 5537,     62064,           0,      35339
 5538,     61987,           0,      36226
 5539,     61951,           0,      36027
 5540,     62013,           0,      35394
 5541,     62046,           0,      37063
 5542,     62073,           0,      35526
 5543,     62046,           0,      35815
 5544,     62043,           0,      35967
 5545,     62043,           0,      35723
 5546,     62112,           0,      35801
 5547,     62086,           0,      35585
 5548,     62093,           0,      36019
 5549,     62093,           0,      35615
 5550,     62139,           0,      36860
 5551,     62143,           0,      36039
 5552,     62179,           0,      35840
 5553,     62187,           0,      35625
 5554,     62195,           0,      35815
 5555,     62242,           0,      36242
 5556,     62193,           0,      35479
 5557,     62201,           0,      35975
 5558,     62184,           0,      35594
 5559,     62214,           0,      35549
 5560,     62284,           0,      35659
 5561,     62321,           0,      36350
 5562,     62313,           0,      35587
 5563,     62355,           0,      35823
 5564,     62365,           0,      35974
 5565,     62350,           0,      35665
 5566,     62331,           0,      35705
 5567,     62331,           0,      39785
 5568,     62341,           0,      35788
 5569,     62357,           0,      36526
 5570,     62377,           0,      35704
 5571,     62355,           0,      35851
 5572,     62436,           0,      36501
 5573,     62478,           0,      36201
 5574,     62435,           0,      36416
 5575,     62430,           0,      37819
 5576,     62518,           0,      35887
 5577,     62550,           0,      36345
 5578,     62503,           0,      36672
 5579,     62480,           0,      35137
 5580,     62481,           0,      36447
 5581,     62468,           0,      36172
 5582,     62556,           0,      35445
 5583,     62532,           0,      35902
 5584,     62548,           0,      36505
 5585,     62568,           0,      35028
 5586,     62599,           0,      36375
 5587,     62605,           0,      35535
 5588,     62518,           0,      36441
 5589,     62583,           0,      35745
 5590,     62607,           0,      35490
 5591,     62620,           0,      36681
 5592,     62653,           0,      35984
 5593,     62640,           0,      37145
 5594,     62707,           0,      36527
 5595,     62704,           0,      36195
 5596,     62669,           0,      36599
 5597,     62700,           0,      35929
 5598,     62753,           0,      36170
 5599,     62762,           0,      36318
 5600,     62794,           0,      36910
 5601,     62794,           0,      37471
 5602,     62810,           0,      36636
 5603,     62792,           0,      36144
 5604,     62855,           0,      36745
 5605,     62842,           0,      36747
 5606,     62792,           0,      36455
 5607,     62825,           0,      36446
 5608,     62854,           0,      35877
 5609,     62867,           0,      36623
 5610,     62913,           0,      36283
 5611,     62853,           0,      36441
 5612,     62831,           0,      37285
 5613,     62869,           0,      35835
 5614,     62943,           0,      36879
 5615,     62959,           0,      36408
 5616,     62964,           0,      36221
 5617,     62968,           0,      36585
 5618,     62954,           0,      37165
 5619,     62968,           0,      35829
 5620,     63020,           0,      36429
 5621,     63033,           0,      36342
 5622,     63055,           0,      36098
 5623,     63045,           0,      36788
 5624,     63096,           0,      36987
 5625,     63100,           0,      35274
 5626,     63091,           0,      37382
 5627,     63127,           0,      36837
 5628,     63091,           0,      36356
 5629,     63118,           0,      36937
 5630,     63190,           0,      36000
 5631,     63180,           0,      36867
 5632,     63151,           0,      36923
 5633,     63165,           0,      36247
 5634,     63171,           0,      37926
 5635,     63172,           0,      36383
 5636,     63162,           0,      37113
 5637,     63168,           0,      36974
 5638,     63197,           0,      35905
 5639,     63219,           0,      36141
 5640,     63264,           0,      36764
 5641,     63279,           0,      35955
 5642,     63216,           0,      36731
 5643,     63246,           0,      38266
 5644,     63330,           0,      37058
 5645,     63350,           0,      36654
 5646,     63304,           0,      36032
 5647,     63344,           0,      36431
 5648,     63373,           0,      36679
 5649,     63388,           0,      35521
 5650,     63364,           0,      36794
 5651,     63393,           0,      36434
 5652,     63447,           0,      37964
 5653,     63458,           0,      36614
 5654,     63444,           0,      37564
 5655,     63484,           0,      36708
 5656,     63530,           0,      37004
 5657,     63541,           0,      36954
 5658,     63521,           0,      36870
 5659,     63561,           0,      37008
 5660,     63489,           0,      36794
 5661,     63490,           0,      36540
 5662,     63573,           0,      36900
 5663,     63529,           0,      37024
 5664,     63561,           0,      36836
 5665,     63583,           0,      36691
 5666,     63567,           0,      36412
 5667,     63573,           0,      36823
 5668,     63625,           0,      37488
 5669,     63611,           0,      37286
 5670,     63621,           0,      37227
 5671,     63676,           0,      37008
 5672,     63690,           0,      36697
 5673,     63706,           0,      35979
 5674,     63729,           0,      36983
 5675,     63682,           0,      37077
 5676,     63764,           0,      37229
 5677,     63761,           0,      38355
 5678,     63763,           0,      36335
 5679,     63796,           0,      37329
 5680,     63807,           0,      37430
 5681,     63804,           0,      36987
 5682,     63819,           0,      37303
 5683,     63819,           0,      36167
 5684,     63827,           0,      36989
 5685,     63859,           0,      37158
 5686,     63888,           0,      37339
 5687,     63866,           0,      36926
 5688,     63927,           0,      36586
 5689,     63937,           0,      36887
 5690,     63873,           0,      37077
 5691,     63919,           0,      36999
 5692,     63837,           0,      37250
 5693,     63860,           0,      36655
 5694,     63916,           0,      37996
 5695,     63969,           0,      40223
 5696,     63972,           0,      37144
 5697,     63981,           0,      36894
 5698,     63984,           0,      37542
 5699,     64016,           0,      36795
 5700,     64075,           0,      37049
 5701,     64085,           0,      36847
 5702,     64052,           0,      39004
 5703,     64061,           0,      36491
 5704,     64119,           0,      37372
 5705,     64136,           0,      36734
 5706,     64120,           0,      37513
 5707,     64164,           0,      37284
 5708,     64140,           0,      37347
 5709,     64150,           0,      37614
 5710,     64153,           0,      36984
 5711,     64140,           0,      37240
 5712,     64171,           0,      37337
 5713,     64185,           0,      37959
 5714,     64227,           0,      37231
 5715,     64211,           0,      37185
 5716,     64201,           0,      38808
 5717,     64206,           0,      37203
 5718,     64181,           0,      37558
 5719,     64209,           0,      38232
 5720,     64303,           0,      36339
 5721,     64329,           0,      37389
 5722,     64336,           0,      37141
 5723,     64347,           0,      37255
 5724,     64326,           0,      37080
 5725,     64334,           0,      36612
 5726,     64413,           0,      37341
 5727,     64382,           0,      38523
 5728,     64376,           0,      37545
 5729,     64388,           0,      38552
 5730,     64418,           0,      36882
 5731,     64396,           0,      38481
 5732,     64432,           0,      37259
 5733,     64460,           0,      37469
 5734,     64466,           0,      38079
 5735,     64463,           0,      37645
 5736,     64396,           0,      37467
 5737,     64408,           0,      36739
 5738,     64422,           0,      37268
 5739,     64459,           0,      37333
 5740,     64527,           0,      37097
 5741,     64553,           0,      37334
 5742,     64564,           0,      36643
 5743,     64572,           0,      37631
 5744,     64680,           0,      36643
 5745,     64682,           0,      53246
 5746,     64689,           0,      48298
 5747,     64701,           0,      37127
 5748,     64612,           0,      44706
 5749,     64657,           0,      41599
 5750,     64722,           0,      41208
 5751,     64679,           0,      45862
 5752,     64710,           0,      37507
 5753,     64732,           0,      37593
 5754,     64697,           0,      38110
 5755,     64737,           0,      37425
 5756,     64752,           0,      37822
 5757,     64749,           0,      37690
 5758,     64796,           0,      38082
 5759,     64833,           0,      37389
 5760,     64792,           0,      37130
 5761,     64805,           0,      37495
 5762,     64803,           0,      38104
 5763,     64814,           0,      37756
 5764,     64840,           0,      37503
 5765,     64827,           0,      37998
 5766,     64853,           0,      37796
 5767,     64851,           0,      36981
 5768,     64890,           0,      37654
 5769,     64904,           0,      37778
 5770,     64887,           0,      41599
 5771,     64872,           0,      43374
 5772,     65019,           0,      42817
 5773,     65024,           0,      37819
 5774,     64973,           0,      36964
 5775,     64998,           0,      38573
 5776,     65023,           0,      37173
 5777,     65018,           0,      38697
 5778,     64963,           0,      37429
 5779,     65041,           0,      37585
 5780,     65004,           0,      37755
 5781,     64981,           0,      37719
 5782,     65069,           0,      37631
 5783,     65088,           0,      37191
 5784,     65056,           0,      37628
 5785,     65074,           0,      37846
 5786,     65045,           0,      37514
 5787,     65048,           0,      37698
 5788,     65147,           0,      36791
 5789,     65155,           0,      37578
 5790,     65200,           0,      37788
 5791,     65159,           0,      38061
 5792,     65186,           0,      37979
 5793,     65202,           0,      38177
 5794,     65206,           0,      41965
 5795,     65236,           0,      51924
 5796,     65261,           0,      42009
 5797,     65240,           0,      45289
 5798,     65328,           0,      50469
 5799,     65271,           0,      44249
 5800,     65261,           0,      45973
 5801,     65276,           0,      39130
 5802,     65303,           0,      39038
 5803,     65290,           0,      37852
 5804,     65378,           0,      37671
 5805,     65372,           0,      37778
 5806,     65364,           0,      37535
 5807,     65384,           0,      36946
 5808,     65392,           0,      38296
 5809,     65406,           0,      38401
 5810,     65437,           0,      37871
 5811,     65460,           0,      37737
 5812,     65477,           0,      37639
 5813,     65498,           0,      37441
 5814,     65454,           0,      37338
 5815,     65496,           0,      38826
 5816,     65460,           0,      39656
 5817,     65472,           0,      38110
 5818,     65504,           0,      37078
 5819,     65541,           0,      37801
 5820,     65553,           0,      37624
 5821,     65573,           0,      38237
 5822,     65612,           0,      39618
 5823,     65620,           0,      37863
 5824,     65623,           0,      40452
 5825,     65642,           0,      38952
 5826,     65674,           0,      38187
 5827,     65634,           0,      38156
 5828,     65668,           0,      38206
 5829,     65694,           0,      38311
 5830,     65666,           0,      37978
 5831,     65662,           0,      38105
 5832,     65760,           0,      38365
 5833,     65785,           0,      37180
 5834,     65772,           0,      38038
 5835,     65775,           0,      37658
 5836,     65694,           0,      38239
 5837,     65685,           0,      38195
 5838,     65773,           0,      38203
 5839,     65796,           0,      39067
 5840,     65707,           0,      38148
 5841,     65727,           0,      39047
 5842,     65837,           0,      37358
 5843,     65817,           0,      39576
 5844,     65775,           0,      37410
 5845,     65842,           0,      38228
 5846,     65854,           0,      36996
 5847,     65873,           0,      39105
 5848,     65935,           0,      37897
 5849,     65956,           0,      38408
 5850,     65915,           0,      37496
 5851,     65923,           0,      38068
 5852,     65888,           0,      38393
 5853,     65896,           0,      37858
 5854,     65994,           0,      38923
 5855,     66025,           0,      37561
 5856,     66030,           0,      37945
 5857,     66030,           0,      37645
 5858,     66021,           0,      37978
 5859,     66082,           0,      38386
 5860,     66031,           0,      38172
 5861,     66055,           0,      38009
 5862,     66109,           0,      38349
 5863,     66067,           0,      38046
 5864,     66116,           0,      38756
 5865,     66136,           0,      38437
 5866,     66169,           0,      37535
 5867,     66211,           0,      38310
 5868,     66186,           0,      37604
 5869,     66177,           0,      38152
 5870,     66195,           0,      38086
 5871,     66231,           0,      39240
 5872,     66181,           0,      38357
 5873,     66192,           0,      38670
 5874,     66221,           0,      38312
 5875,     66288,           0,      38297
 5876,     66332,           0,      39224
 5877,     66369,           0,      37493
 5878,     66293,           0,      38606
 5879,     66278,           0,      38439
 5880,     66267,           0,      38300
 5881,     66297,           0,      37643
 5882,     66347,           0,      38599
 5883,     66365,           0,      37667
 5884,     66335,           0,      38557
 5885,     66350,           0,      37833
 5886,     66345,           0,      38565
 5887,     66401,           0,      38174
 5888,     66405,           0,      38461
 5889,     66413,           0,      38367
 5890,     66360,           0,      38414
 5891,     66365,           0,      38826
 5892,     66436,           0,      39641
 5893,     66445,           0,      38928
 5894,     66477,           0,      38242
 5895,     66485,           0,      38686
 5896,     66494,           0,      38678
 5897,     66502,           0,      38626
 5898,     66547,           0,      38902
 5899,     66567,           0,      38444
 5900,     66566,           0,      38902
 5901,     66590,           0,      39733
 5902,     66587,           0,      37605
 5903,     66564,           0,      39348
 5904,     66598,           0,      37661
 5905,     66622,           0,      38266
 5906,     66642,           0,      40036
 5907,     66586,           0,      38270
 5908,     66625,           0,      38488
 5909,     66675,           0,      42114
 5910,     66692,           0,      38500
 5911,     66675,           0,      38346
 5912,     66678,           0,      39063
 5913,     66660,           0,      38527
 5914,     66724,           0,      38448
 5915,     66741,           0,      39819
 5916,     66749,           0,      37744
 5917,     66821,           0,      39222
 5918,     66830,           0,      37986
 5919,     66830,           0,      38259
 5920,     66811,           0,      37797
 5921,     66824,           0,      38820
 5922,     66827,           0,      38448
 5923,     66772,           0,      38635
 5924,     66815,           0,      38055
 5925,     66827,           0,      38675
 5926,     66876,           0,      38066
 5927,     66862,           0,      39638
 5928,     66898,           0,      38221
 5929,     66904,           0,      40217
 5930,     66981,           0,      38379
 5931,     66957,           0,      39599
 5932,     66953,           0,      38877
 5933,     67005,           0,      40335
 5934,     66985,           0,      38537
 5935,     67016,           0,      39017
 5936,     67022,           0,      39041
 5937,     67030,           0,      41920
 5938,     67057,           0,      39144
 5939,     67030,           0,      38591
 5940,     67088,           0,      38737
 5941,     67077,           0,      38865
 5942,     67167,           0,      38631
 5943,     67164,           0,      39741
 5944,     67152,           0,      38516
 5945,     67167,           0,      38738
 5946,     67164,           0,      39099
 5947,     67122,           0,      38812
 5948,     67176,           0,      39040
 5949,     67204,           0,      39151
 5950,     67162,           0,      38763
 5951,     67204,           0,      38560
 5952,     67157,           0,      38862
 5953,     67175,           0,      38866
 5954,     67170,           0,      38498
 5955,     67189,           0,      38683
 5956,     67266,           0,      38861
 5957,     67260,           0,      38861
 5958,     67279,           0,      39704
 5959,     67268,           0,      39219
 5960,     67294,           0,      39011
 5961,     67305,           0,      38440
 5962,     67315,           0,      38948
 5963,     67339,           0,      39006
 5964,     67349,           0,      39247
 5965,     67383,           0,      38711
 5966,     67403,           0,      38829
 5967,     67401,           0,      39329
 5968,     67383,           0,      38938
 5969,     67415,           0,      38644
 5970,     67422,           0,      39208
 5971,     67427,           0,      39150
 5972,     67446,           0,      39004
 5973,     67441,           0,      38924
 5974,     67467,           0,      38902
 5975,     67459,           0,      38774
 5976,     67489,           0,      38763
 5977,     67513,           0,      39047
 5978,     67600,           0,      39188
 5979,     67563,           0,      39062
 5980,     67519,           0,      38709
 5981,     67570,           0,      38714
 5982,     67592,           0,      39072
 5983,     67610,           0,      38815
 5984,     67658,           0,      39202
 5985,     67672,           0,      39196
 5986,     67675,           0,      39167
 5987,     67679,           0,      39062
 5988,     67662,           0,      39453
 5989,     67651,           0,      39021
 5990,     67713,           0,      39179
 5991,     67720,           0,      39360
 5992,     67740,           0,      39152
 5993,     67769,           0,      39175
 5994,     67732,           0,      39062
 5995,     67738,           0,      38402
 5996,     67798,           0,      39170
 5997,     67832,           0,      38440
 5998,     67802,           0,      39063
 5999,     67817,           0,      38510
 6000,     67796,           0,      39086
 6001,     67788,           0,      38634
 6002,     67844,           0,      42350
 6003,     67857,           0,      38189
 6004,     67887,           0,      40256
 6005,     67896,           0,      38685
 6006,     67903,           0,      39353
 6007,     67911,           0,      39150
 6008,     67919,           0,      39265
 6009,     67926,           0,      39232
 6010,     67958,           0,      38893
 6011,     67969,           0,      40963
 6012,     68000,           0,      39025
 6013,     68016,           0,      39221
 6014,     68018,           0,      39402
 6015,     67979,           0,      39706
 6016,     68028,           0,      38354
 6017,     68051,           0,      40181
 6018,     68103,           0,      38954
 6019,     68091,           0,      40069
 6020,     68124,           0,      38739
 6021,     68119,           0,      39511
 6022,     68102,           0,      39049
 6023,     68095,           0,      39214
 6024,     68135,           0,      39312
 6025,     68125,           0,      39219
 6026,     68152,           0,      39436
 6027,     68133,           0,      39161
 6028,     68159,           0,      39250
 6029,     68211,           0,      39075
 6030,     68200,           0,      39247
 6031,     68207,           0,      38566
 6032,     68264,           0,      39363
 6033,     68274,           0,      38733
 6034,     68248,           0,      39108
 6035,     68250,           0,      39027
 6036,     68294,           0,      39227
 6037,     68297,           0,      38587
 6038,     68334,           0,      39884
 6039,     68325,           0,      40121
 6040,     68351,           0,      39160
 6041,     68351,           0,      39452
 6042,     68347,           0,      39335
 6043,     68339,           0,      39376
 6044,     68337,           0,      39069
 6045,     68353,           0,      39237
 6046,     68382,           0,      39143
 6047,     68430,           0,      39533
 6048,     68400,           0,      38756
 6049,     68404,           0,      39472
 6050,     68421,           0,      38823
 6051,     68441,           0,      39327
 6052,     68493,           0,      38780
 6053,     68483,           0,      39471
 6054,     68503,           0,      39078
 6055,     68568,           0,      40033
 6056,     68541,           0,      38979
 6057,     68535,           0,      44144
 6058,     68507,           0,      38825
 6059,     68553,           0,      39031
 6060,     68592,           0,      40225
 6061,     68654,           0,      38650
 6062,     68567,           0,      40505
 6063,     68557,           0,      38776
 6064,     68648,           0,      39426
 6065,     68660,           0,      39633
 6066,     68655,           0,      39557
 6067,     68678,           0,      39423
 6068,     68644,           0,      39742
 6069,     68650,           0,      39314
 6070,     68658,           0,      39006
 6071,     68705,           0,      39698
 6072,     68704,           0,      38551
 6073,     68713,           0,      39564
 6074,     68757,           0,      39096
 6075,     68784,           0,      40797
 6076,     68846,           0,      39185
 6077,     68832,           0,      39328
 6078,     68800,           0,      39954
 6079,     68851,           0,      39716
 6080,     68859,           0,      39691
 6081,     68880,           0,      38660
 6082,     68829,           0,      39794
 6083,     68843,           0,      38884
 6084,     68874,           0,      41339
 6085,     68885,           0,      39163
 6086,     68967,           0,      40569
 6087,     68961,           0,      39610
 6088,     68962,           0,      39778
 6089,     68980,           0,      39463
 6090,     68973,           0,      38999
 6091,     69020,           0,      39803
 6092,     68980,           0,      39098
 6093,     68990,           0,      40498
 6094,     69026,           0,      39255
 6095,     69027,           0,      39181
 6096,     68994,           0,      39549
 6097,     69010,           0,      39896
 6098,     69082,           0,      52213
 6099,     69081,           0,      40258
 6100,     69066,           0,      39803
 6101,     69103,           0,      39276
 6102,     69132,           0,      40128
 6103,     69137,           0,      39161
 6104,     69105,           0,      40977
 6105,     69141,           0,      39407
 6106,     69078,           0,      39966
 6107,     69092,           0,      39704
 6108,     69228,           0,      39285
 6109,     69221,           0,      41776
 6110,     69179,           0,      38964
 6111,     69238,           0,      40100
 6112,     69221,           0,      39755
 6113,     69240,           0,      39579
 6114,     69253,           0,      39706
 6115,     69264,           0,      39559
 6116,     69332,           0,      40516
 6117,     69355,           0,      39232
 6118,     69363,           0,      41693
 6119,     69319,           0,      38923
 6120,     69294,           0,      39589
 6121,     69301,           0,      39712
 6122,     69383,           0,      39586
 6123,     69398,           0,      39643
 6124,     69418,           0,      40081
 6125,     69402,           0,      40496
 6126,     69446,           0,      39744
 6127,     69439,           0,      40917
 6128,     69441,           0,      39093
 6129,     69461,           0,      39825
 6130,     69480,           0,      39947
 6131,     69431,           0,      39314
 6132,     69451,           0,      40317
 6133,     69443,           0,      40053
 6134,     69505,           0,      39638
 6135,     69516,           0,      40320
 6136,     69523,           0,      40254
 6137,     69529,           0,      39832
 6138,     69589,           0,      39371
 6139,     69589,           0,      41523
 6140,     69554,           0,      39177
 6141,     69603,           0,      39951
 6142,     69619,           0,      39965
 6143,     69585,           0,      39747
 6144,     69618,           0,      40011
 6145,     69634,           0,      39385
 6146,     69664,           0,      41049
 6147,     69647,           0,      39708
 6148,     69681,           0,      40192
 6149,     69711,           0,      40640
 6150,     69721,           0,      39536
 6151,     69734,           0,      40227
 6152,     69780,           0,      39311
 6153,     69775,           0,      39906
 6154,     69758,           0,      40498
 6155,     69745,           0,      39895
 6156,     69802,           0,      41531
 6157,     69842,           0,      39373
 6158,     69803,           0,      41504
 6159,     69795,           0,      39599
 6160,     69808,           0,      40046
 6161,     69817,           0,      40141
 6162,     69857,           0,      39656
 6163,     69878,           0,      41391
 6164,     69899,           0,      39464
 6165,     69898,           0,      40344
 6166,     69860,           0,      40035
 6167,     69882,           0,      39358
 6168,     69971,           0,      40084
 6169,     69994,           0,      39253
 6170,     69983,           0,      41486
 6171,     69985,           0,      39537
 6172,     70030,           0,      40184
 6173,     70012,           0,      40204
 6174,     70017,           0,      43233
 6175,     70038,           0,      40227
 6176,     70078,           0,      39835
 6177,     70090,           0,      39684
 6178,     70049,           0,      41731
 6179,     70084,           0,      41069
 6180,     70051,           0,      40551
 6181,     70070,           0,      40710
 6182,     70118,           0,      39435
 6183,     70124,           0,      41457
 6184,     70160,           0,      39662
 6185,     70185,           0,      40131
 6186,     70173,           0,      40017
 6187,     70188,           0,      39837
 6188,     70230,           0,      41261
 6189,     70250,           0,      39701
 6190,     70260,           0,      40847
 6191,     70270,           0,      39996
 6192,     70248,           0,      40188
 6193,     70242,           0,      41253
 6194,     70333,           0,      39800
 6195,     70328,           0,      40134
 6196,     70250,           0,      40488
 6197,     70306,           0,      40141
 6198,     70336,           0,      40235
 6199,     70353,           0,      39677
 6200,     70407,           0,      41602
 6201,     70428,           0,      39596
 6202,     70366,           0,      42118
 6203,     70444,           0,      40577
 6204,     70489,           0,      40115
 6205,     70417,           0,      40713
 6206,     70469,           0,      40354
 6207,     70518,           0,      40397
 6208,     70453,           0,      41318
 6209,     70457,           0,      40242
 6210,     70481,           0,      40433
 6211,     70543,           0,      42942
 6212,     70461,           0,      39916
 6213,     70518,           0,      40313
 6214,     70613,           0,      40565
 6215,     70561,           0,      40381
 6216,     70599,           0,      41516
 6217,     70599,           0,      40177
 6218,     70615,           0,      40648
 6219,     70669,           0,      40533
 6220,     70587,           0,      39998
 6221,     70585,           0,      41443
 6222,     70627,           0,      39891
 6223,     70697,           0,      40563
 6224,     70669,           0,      40495
 6225,     70718,           0,      41462
 6226,     70732,           0,      41743
 6227,     70697,           0,      40323
 6228,     70749,           0,      39868
 6229,     70775,           0,      41949
 6230,     70752,           0,      39992
 6231,     70751,           0,      40475
 6232,     70834,           0,      40667
 6233,     70829,           0,      39701
 6234,     70814,           0,      41800
 6235,     70812,           0,      39756
 6236,     70755,           0,      40576
 6237,     70767,           0,      40367
 6238,     70824,           0,      39835
 6239,     70897,           0,      41821
 6240,     70937,           0,      40903
 6241,     70956,           0,      40863
 6242,     70921,           0,      42738
 6243,     70954,           0,      40208
 6244,     70936,           0,      40769
 6245,     70944,           0,      41084
 6246,     70944,           0,      40097
 6247,     70986,           0,      40565
 6248,     70988,           0,      41775
 6249,     71013,           0,      39861
 6250,     70985,           0,      42487
 6251,     71029,           0,      39851
 6252,     71057,           0,      40876
 6253,     71076,           0,      42165
 6254,     71041,           0,      39929
 6255,     71047,           0,      42551
 6256,     71027,           0,      40258
 6257,     71074,           0,      40003
 6258,     71107,           0,      42299
 6259,     71133,           0,      40076
 6260,     71176,           0,      40046
 6261,     71166,           0,      41939
 6262,     71174,           0,      40176
 6263,     71200,           0,      41056
 6264,     71213,           0,      40882
 6265,     71224,           0,      40060
 6266,     71281,           0,      43281
 6267,     71278,           0,      40252
 6268,     71220,           0,      40158
 6269,     71264,           0,      41675
 6270,     71221,           0,      40381
 6271,     71246,           0,      41677
 6272,     71246,           0,      42086
 6273,     71262,           0,      40230
 6274,     71301,           0,      40438
 6275,     71310,           0,      42109
 6276,     71345,           0,      40419
 6277,     71323,           0,      40224
 6278,     71306,           0,      41821
 6279,     71380,           0,      39873
 6280,     71376,           0,      40841
 6281,     71388,           0,      40523
 6282,     71356,           0,      40658
 6283,     71387,           0,      42212
 6284,     71422,           0,      40129
 6285,     71434,           0,      41065
 6286,     71491,           0,      42311
 6287,     71439,           0,      40436
 6288,     71513,           0,      41824
