    n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 1515,              ,                ,               ,     14133,           0,       7288
 1516,              ,                ,               ,     14118,           0,       7578
 1517,              ,                ,               ,     14124,           0,       7335
 1518,              ,                ,               ,     14150,           0,       7322
 1519,              ,                ,               ,     14154,           0,       7164
 1520,              ,                ,               ,     14191,           0,       7300
 1521,              ,                ,               ,     14206,           0,       7191
 1522,              ,                ,               ,     14220,           0,       7221
 1523,              ,                ,               ,     14227,           0,       7333
 1524,              ,                ,               ,     14214,           0,       7307
 1525,              ,                ,               ,     14222,           0,       7219
 1526,              ,                ,               ,     14222,           0,       7359
 1527,              ,                ,               ,     14222,           0,       7199
 1528,              ,                ,               ,     14267,           0,       7338
 1529,              ,                ,               ,     14286,           0,       7218
 1530,              ,                ,               ,     14266,           0,       7206
 1531,              ,                ,               ,     14288,           0,       7418
 1532,              ,                ,               ,     14289,           0,       7323
 1533,              ,                ,               ,     14289,           0,       7833
 1534,              ,                ,               ,     14335,           0,       7443
 1535,              ,                ,               ,     14315,           0,       7343
 1536,              ,                ,               ,     14335,           0,       7337
 1537,              ,                ,               ,     14344,           0,       7429
 1538,              ,                ,               ,     14370,           0,       7339
 1539,              ,                ,               ,     14381,           0,       7328
 1540,              ,                ,               ,     14353,           0,       7436
 1541,              ,                ,               ,     14366,           0,       7260
 1542,              ,                ,               ,     14423,           0,       7343
 1543,              ,                ,               ,     14439,           0,       7424
 1544,              ,                ,               ,     14407,           0,       7373
 1545,              ,                ,               ,     14415,           0,       7327
 1546,              ,                ,               ,     14434,           0,       7429
 1547,              ,                ,               ,     14449,           0,       7344
 1548,              ,                ,               ,     14487,           0,       7359
 1549,              ,                ,               ,     14505,           0,       7488
 1550,              ,                ,               ,     14498,           0,       7462
 1551,              ,                ,               ,     14508,           0,       7424
 1552,              ,                ,               ,     14509,           0,       7470
 1553,              ,                ,               ,     14522,           0,       7395
 1554,              ,                ,               ,     14549,           0,       7349
 1555,              ,                ,               ,     14536,           0,       9989
 1556,              ,                ,               ,     14556,           0,       7388
 1557,              ,                ,               ,     14578,           0,       7769
 1558,              ,                ,               ,     14572,           0,       7377
 1559,              ,                ,               ,     14580,           0,       7383
 1560,              ,                ,               ,     14614,           0,       7497
 1561,              ,                ,               ,     14614,           0,       7429
 1562,              ,                ,               ,     14627,           0,       7388
 1563,              ,                ,               ,     14649,           0,       7550
 1564,              ,                ,               ,     14676,           0,       7514
 1565,              ,                ,               ,     14683,           0,       8281
 1566,              ,                ,               ,     14709,           0,       7595
 1567,              ,                ,               ,     14692,           0,       7400
 1568,              ,                ,               ,     14646,           0,       7537
 1569,              ,                ,               ,     14662,           0,       7550
 1570,              ,                ,               ,     14696,           0,       7623
 1571,              ,                ,               ,     14695,           0,       7532
 1572,              ,                ,               ,     14728,           0,       7589
 1573,              ,                ,               ,     14751,           0,       7446
 1574,              ,                ,               ,     14760,           0,       7477
 1575,              ,                ,               ,     14785,           0,       7673
 1576,              ,                ,               ,     14782,           0,       7489
 1577,              ,                ,               ,     14787,           0,       7512
 1578,              ,                ,               ,     14799,           0,       7578
 1579,              ,                ,               ,     14804,           0,       7474
 1580,              ,                ,               ,     14808,           0,       7482
 1581,              ,                ,               ,     14826,           0,       7807
 1582,              ,                ,               ,     14845,           0,       7514
 1583,              ,                ,               ,     14846,           0,       7495
 1584,              ,                ,               ,     14833,           0,       7612
 1585,              ,                ,               ,     14845,           0,       7627
 1586,              ,                ,               ,     14880,           0,       7584
 1587,              ,                ,               ,     14886,           0,       7673
 1588,              ,                ,               ,     14881,           0,       7617
 1589,              ,                ,               ,     14909,           0,       7544
 1590,              ,                ,               ,     14936,           0,       7549
 1591,              ,                ,               ,     14944,           0,       7524
 1592,              ,                ,               ,     14940,           0,       7676
 1593,              ,                ,               ,     14953,           0,       7578
 1594,              ,                ,               ,     14957,           0,       7619
 1595,              ,                ,               ,     14969,           0,       7775
 1596,              ,                ,               ,     14987,           0,       7544
 1597,              ,                ,               ,     14983,           0,       7558
 1598,              ,                ,               ,     15027,           0,       7838
 1599,              ,                ,               ,     15019,           0,       7634
 1600,              ,                ,               ,     15024,           0,       8238
 1601,              ,                ,               ,     15034,           0,       7802
 1602,              ,                ,               ,     15081,           0,       7627
 1603,              ,                ,               ,     15075,           0,       7576
 1604,              ,                ,               ,     15063,           0,       7728
 1605,              ,                ,               ,     15082,           0,       7657
 1606,              ,                ,               ,     15104,           0,       7647
 1607,              ,                ,               ,     15103,           0,       7914
 1608,              ,                ,               ,     15133,           0,       7627
 1609,              ,                ,               ,     15141,           0,       7663
 1610,              ,                ,               ,     15153,           0,       7745
 1611,              ,                ,               ,     15155,           0,       7692
 1612,              ,                ,               ,     15180,           0,       7780
 1613,              ,                ,               ,     15193,           0,       7780
 1614,              ,                ,               ,     15198,           0,       7721
 1615,              ,                ,               ,     15205,           0,       7710
 1616,              ,                ,               ,     15212,           0,       7735
 1617,              ,                ,               ,     15223,           0,       7721
 1618,              ,                ,               ,     15234,           0,       7870
 1619,              ,                ,               ,     15250,           0,       7664
 1620,              ,                ,               ,     15241,           0,       7679
 1621,              ,                ,               ,     15259,           0,       7884
 1622,              ,                ,               ,     15294,           0,       7704
 1623,              ,                ,               ,     15310,           0,       7820
 1624,              ,                ,               ,     15293,           0,       7913
 1625,              ,                ,               ,     15303,           0,       7691
 1626,              ,                ,               ,     15296,           0,       7748
 1627,              ,                ,               ,     15313,           0,       7879
 1628,              ,                ,               ,     15357,           0,       7786
 1629,              ,                ,               ,     15348,           0,       7749
 1630,              ,                ,               ,     15360,           0,       7939
 1631,              ,                ,               ,     15390,           0,       7860
 1632,              ,                ,               ,     15351,           0,       7955
 1633,              ,                ,               ,     15362,           0,       7783
 1634,              ,                ,               ,     15391,           0,       7853
 1635,              ,                ,               ,     15406,           0,       7996
 1636,              ,                ,               ,     15429,           0,       7796
 1637,              ,                ,               ,     15461,           0,       7851
 1638,              ,                ,               ,     15457,           0,       8165
 1639,              ,                ,               ,     15476,           0,       7780
 1640,              ,                ,               ,     15446,           0,       7812
 1641,              ,                ,               ,     15455,           0,       7946
 1642,              ,                ,               ,     15455,           0,       8054
 1643,              ,                ,               ,     15491,           0,       7812
 1644,              ,                ,               ,     15486,           0,       8037
 1645,              ,                ,               ,     15507,           0,       7878
 1646,              ,                ,               ,     15541,           0,       7961
 1647,              ,                ,               ,     15525,           0,       7930
 1648,              ,                ,               ,     15559,           0,       7903
 1649,              ,                ,               ,     15576,           0,       7966
 1650,              ,                ,               ,     15590,           0,       7958
 1651,              ,                ,               ,     15592,           0,       7868
 1652,              ,                ,               ,     15613,           0,       8146
 1653,              ,                ,               ,     15616,           0,       7960
 1654,              ,                ,               ,     15616,           0,       7971
 1655,              ,                ,               ,     15653,           0,       8015
 1656,              ,                ,               ,     15605,           0,       7917
 1657,              ,                ,               ,     15612,           0,       7937
 1658,              ,                ,               ,     15647,           0,       8036
 1659,              ,                ,               ,     15656,           0,       7961
 1660,              ,                ,               ,     15675,           0,       7938
 1661,              ,                ,               ,     15692,           0,       7879
 1662,              ,                ,               ,     15707,           0,       7876
 1663,              ,                ,               ,     15679,           0,       8079
 1664,              ,                ,               ,     15709,           0,       8005
 1665,              ,                ,               ,     15724,           0,       7972
 1666,              ,                ,               ,     15769,           0,       8089
 1667,              ,                ,               ,     15782,           0,       7965
 1668,              ,                ,               ,     15764,           0,       7915
 1669,              ,                ,               ,     15763,           0,       8085
 1670,              ,                ,               ,     15800,           0,       8051
 1671,              ,                ,               ,     15814,           0,       7969
 1672,              ,                ,               ,     15782,           0,       8205
 1673,              ,                ,               ,     15794,           0,       7998
 1674,              ,                ,               ,     15836,           0,       8599
 1675,              ,                ,               ,     15850,           0,       8474
 1676,              ,                ,               ,     15866,           0,       9184
 1677,              ,                ,               ,     15895,           0,       8212
 1678,              ,                ,               ,     15863,           0,       8206
 1679,              ,                ,               ,     15895,           0,       8023
 1680,              ,                ,               ,     15929,           0,       8177
 1681,              ,                ,               ,     15928,           0,       8077
 1682,              ,                ,               ,     15963,           0,       8290
 1683,              ,                ,               ,     15976,           0,       8069
 1684,              ,                ,               ,     15957,           0,       8089
 1685,              ,                ,               ,     15950,           0,       8147
 1686,              ,                ,               ,     15969,           0,       8177
 1687,              ,                ,               ,     15980,           0,       8039
 1688,              ,                ,               ,     15989,           0,       8296
 1689,              ,                ,               ,     16008,           0,       8049
 1690,              ,                ,               ,     16021,           0,       8270
 1691,              ,                ,               ,     16035,           0,       8080
 1692,              ,                ,               ,     16061,           0,       8950
 1693,              ,                ,               ,     16057,           0,       8555
 1694,              ,                ,               ,     16066,           0,       8112
 1695,              ,                ,               ,     16084,           0,       8117
 1696,              ,                ,               ,     16083,           0,       8224
 1697,              ,                ,               ,     16092,           0,       8133
 1698,              ,                ,               ,     16116,           0,       8154
 1699,              ,                ,               ,     16134,           0,       8437
 1700,              ,                ,               ,     16108,           0,       8116
 1701,              ,                ,               ,     16124,           0,       8407
 1702,              ,                ,               ,     16116,           0,       8430
 1703,              ,                ,               ,     16126,           0,       8113
 1704,              ,                ,               ,     16140,           0,       8352
 1705,              ,                ,               ,     16157,           0,       8193
 1706,              ,                ,               ,     16176,           0,      10179
 1707,              ,                ,               ,     16169,           0,      13569
 1708,              ,                ,               ,     16185,           0,       9392
 1709,              ,                ,               ,     16207,           0,       9383
 1710,              ,                ,               ,     16231,           0,       8921
 1711,              ,                ,               ,     16268,           0,      10988
 1712,              ,                ,               ,     16242,           0,       9157
 1713,              ,                ,               ,     16255,           0,       9376
 1714,              ,                ,               ,     16253,           0,      10205
 1715,              ,                ,               ,     16269,           0,       8630
 1716,              ,                ,               ,     16274,           0,       8273
 1717,              ,                ,               ,     16272,           0,       8383
 1718,              ,                ,               ,     16314,           0,       8195
 1719,              ,                ,               ,     16320,           0,       8423
 1720,              ,                ,               ,     16360,           0,       8282
 1721,              ,                ,               ,     16375,           0,       8420
 1722,              ,                ,               ,     16378,           0,       8255
 1723,              ,                ,               ,     16386,           0,       8236
 1724,              ,                ,               ,     16391,           0,       8602
 1725,              ,                ,               ,     16401,           0,       8432
 1726,              ,                ,               ,     16397,           0,       9727
 1727,              ,                ,               ,     16402,           0,       8744
 1728,              ,                ,               ,     16420,           0,       8680
 1729,              ,                ,               ,     16437,           0,       8475
 1730,              ,                ,               ,     16471,           0,       8364
 1731,              ,                ,               ,     16469,           0,       8307
 1732,              ,                ,               ,     16466,           0,       8402
 1733,              ,                ,               ,     16480,           0,       8305
 1734,              ,                ,               ,     16511,           0,       8405
 1735,              ,                ,               ,     16512,           0,       8349
 1736,              ,                ,               ,     16532,           0,       8511
 1737,              ,                ,               ,     16549,           0,       8533
 1738,              ,                ,               ,     16542,           0,       8401
 1739,              ,                ,               ,     16548,           0,       8345
 1740,              ,                ,               ,     16544,           0,       8569
 1741,              ,                ,               ,     16566,           0,       8409
 1742,              ,                ,               ,     16576,           0,       9265
 1743,              ,                ,               ,     16589,           0,       8731
 1744,              ,                ,               ,     16596,           0,       8506
 1745,              ,                ,               ,     16599,           0,       8578
 1746,              ,                ,               ,     16628,           0,       8575
 1747,              ,                ,               ,     16639,           0,       8522
 1748,              ,                ,               ,     16618,           0,       8674
 1749,              ,                ,               ,     16616,           0,       8390
 1750,              ,                ,               ,     16682,           0,       8623
 1751,              ,                ,               ,     16692,           0,       8490
 1752,              ,                ,               ,     16678,           0,       8397
 1753,              ,                ,               ,     16699,           0,       8569
 1754,              ,                ,               ,     16688,           0,       8462
 1755,              ,                ,               ,     16720,           0,       8730
 1756,              ,                ,               ,     16730,           0,       8521
 1757,              ,                ,               ,     16750,           0,       8538
 1758,              ,                ,               ,     16726,           0,       8608
 1759,              ,                ,               ,     16713,           0,       8387
 1760,              ,                ,               ,     16771,           0,       8523
 1761,              ,                ,               ,     16780,           0,       8475
 1762,              ,                ,               ,     16778,           0,       8462
 1763,              ,                ,               ,     16801,           0,       8691
 1764,              ,                ,               ,     16797,           0,       8421
 1765,              ,                ,               ,     16806,           0,       8445
 1766,              ,                ,               ,     16835,           0,       8635
 1767,              ,                ,               ,     16829,           0,       8488
 1768,              ,                ,               ,     16896,           0,       8704
 1769,              ,                ,               ,     16905,           0,       8622
 1770,              ,                ,               ,     16900,           0,       8623
 1771,              ,                ,               ,     16926,           0,      11435
 1772,              ,                ,               ,     16889,           0,       8500
 1773,              ,                ,               ,     16903,           0,       9787
 1774,              ,                ,               ,     16928,           0,       8741
 1775,              ,                ,               ,     16956,           0,       8557
 1776,              ,                ,               ,     16927,           0,       8632
 1777,              ,                ,               ,     16930,           0,       8517
 1778,              ,                ,               ,     16957,           0,       8709
 1779,              ,                ,               ,     16976,           0,       8763
 1780,              ,                ,               ,     16990,           0,       8702
 1781,              ,                ,               ,     16995,           0,       9006
 1782,              ,                ,               ,     16958,           0,       9221
 1783,              ,                ,               ,     17021,           0,      10127
 1784,              ,                ,               ,     17025,           0,       8533
 1785,              ,                ,               ,     17040,           0,       8656
 1786,              ,                ,               ,     17044,           0,       8809
 1787,              ,                ,               ,     17058,           0,       8633
 1788,              ,                ,               ,     17078,           0,       8803
 1789,              ,                ,               ,     17105,           0,       8686
 1790,              ,                ,               ,     17094,           0,       8602
 1791,              ,                ,               ,     17100,           0,       8709
 1792,              ,                ,               ,     17134,           0,       9425
 1793,              ,                ,               ,     17143,           0,       8774
 1794,              ,                ,               ,     17155,           0,       8687
 1795,              ,                ,               ,     17166,           0,       8617
 1796,              ,                ,               ,     17165,           0,       8767
 1797,              ,                ,               ,     17169,           0,       8659
 1798,              ,                ,               ,     17199,           0,       8803
 1799,              ,                ,               ,     17190,           0,       8736
 1800,              ,                ,               ,     17253,           0,       8744
 1801,              ,                ,               ,     17267,           0,       8783
 1802,              ,                ,               ,     17219,           0,       8678
 1803,              ,                ,               ,     17240,           0,       8779
 1804,              ,                ,               ,     17265,           0,       8803
 1805,              ,                ,               ,     17268,           0,       8713
 1806,              ,                ,               ,     17236,           0,       8792
 1807,              ,                ,               ,     17274,           0,       8945
 1808,              ,                ,               ,     17308,           0,       8805
 1809,              ,                ,               ,     17313,           0,       8774
 1810,              ,                ,               ,     17343,           0,       8738
 1811,              ,                ,               ,     17344,           0,       8827
 1812,              ,                ,               ,     17348,           0,       8737
 1813,              ,                ,               ,     17362,           0,       8752
 1814,              ,                ,               ,     17349,           0,       8764
 1815,              ,                ,               ,     17385,           0,       8839
 1816,              ,                ,               ,     17398,           0,       8895
 1817,              ,                ,               ,     17408,           0,       8807
 1818,              ,                ,               ,     17412,           0,       8765
 1819,              ,                ,               ,     17427,           0,       9008
 1820,              ,                ,               ,     17431,           0,       9649
 1821,              ,                ,               ,     17444,           0,       8979
 1822,              ,                ,               ,     17480,           0,       8857
 1823,              ,                ,               ,     17439,           0,       8923
 1824,              ,                ,               ,     17480,           0,       8817
 1825,              ,                ,               ,     17488,           0,       8796
 1826,              ,                ,               ,     17508,           0,       9039
 1827,              ,                ,               ,     17522,           0,       8817
 1828,              ,                ,               ,     17514,           0,       8979
 1829,              ,                ,               ,     17521,           0,       8802
 1830,              ,                ,               ,     17544,           0,       8961
 1831,              ,                ,               ,     17565,           0,       9020
 1832,              ,                ,               ,     17562,           0,       8820
 1833,              ,                ,               ,     17561,           0,       9012
 1834,              ,                ,               ,     17593,           0,       8910
 1835,              ,                ,               ,     17611,           0,       9207
 1836,              ,                ,               ,     17576,           0,       9036
 1837,              ,                ,               ,     17586,           0,       8861
 1838,              ,                ,               ,     17642,           0,       9023
 1839,              ,                ,               ,     17654,           0,       9217
 1840,              ,                ,               ,     17649,           0,       9037
 1841,              ,                ,               ,     17681,           0,       9125
 1842,              ,                ,               ,     17690,           0,       8930
 1843,              ,                ,               ,     17693,           0,       9170
 1844,              ,                ,               ,     17725,           0,       8960
 1845,              ,                ,               ,     17724,           0,       8944
 1846,              ,                ,               ,     17765,           0,       9160
 1847,              ,                ,               ,     17777,           0,       8956
 1848,              ,                ,               ,     17763,           0,       9160
 1849,              ,                ,               ,     17779,           0,       8960
 1850,              ,                ,               ,     17771,           0,       8957
 1851,              ,                ,               ,     17782,           0,       9464
 1852,              ,                ,               ,     17746,           0,       8989
 1853,              ,                ,               ,     17779,           0,       9228
 1854,              ,                ,               ,     17815,           0,       8998
 1855,              ,                ,               ,     17832,           0,       8980
 1856,              ,                ,               ,     17823,           0,       9137
 1857,              ,                ,               ,     17831,           0,       8943
 1858,              ,                ,               ,     17842,           0,       9130
 1859,              ,                ,               ,     17849,           0,       9202
 1860,              ,                ,               ,     17875,           0,       8978
 1861,              ,                ,               ,     17896,           0,       9151
 1862,              ,                ,               ,     17879,           0,       9127
 1863,              ,                ,               ,     17880,           0,       9170
 1864,              ,                ,               ,     17880,           0,       9139
 1865,              ,                ,               ,     17892,           0,       9131
 1866,              ,                ,               ,     17918,           0,       9145
 1867,              ,                ,               ,     17909,           0,       9054
 1868,              ,                ,               ,     17929,           0,       9195
 1869,              ,                ,               ,     17957,           0,       9053
 1870,              ,                ,               ,     17965,           0,       9233
 1871,              ,                ,               ,     17999,           0,       9103
 1872,              ,                ,               ,     18012,           0,       9235
 1873,              ,                ,               ,     18023,           0,       9472
 1874,              ,                ,               ,     18043,           0,       9093
 1875,              ,                ,               ,     18034,           0,       9247
 1876,              ,                ,               ,     18057,           0,       9063
 1877,              ,                ,               ,     18067,           0,       9130
 1878,              ,                ,               ,     18089,           0,       9121
 1879,              ,                ,               ,     18124,           0,       9214
 1880,              ,                ,               ,     18067,           0,       9207
 1881,              ,                ,               ,     18078,           0,       9223
 1882,              ,                ,               ,     18133,           0,       9486
 1883,              ,                ,               ,     18141,           0,       9128
 1884,              ,                ,               ,     18129,           0,       9207
 1885,              ,                ,               ,     18143,           0,       9450
 1886,              ,                ,               ,     18161,           0,      10012
 1887,              ,                ,               ,     18189,           0,       9428
 1888,              ,                ,               ,     18139,           0,      10448
 1889,              ,                ,               ,     18151,           0,       9352
 1890,              ,                ,               ,     18195,           0,       9207
 1891,              ,                ,               ,     18194,           0,       9332
 1892,              ,                ,               ,     18179,           0,       9305
 1893,              ,                ,               ,     18183,           0,       9129
 1894,              ,                ,               ,     18246,           0,       9401
 1895,              ,                ,               ,     18280,           0,       9365
 1896,              ,                ,               ,     18263,           0,       9293
 1897,              ,                ,               ,     18284,           0,       9266
 1898,              ,                ,               ,     18301,           0,       9199
 1899,              ,                ,               ,     18323,           0,       9280
 1900,              ,                ,               ,     18311,           0,       9210
 1901,              ,                ,               ,     18308,           0,       9371
 1902,              ,                ,               ,     18288,           0,       9310
 1903,              ,                ,               ,     18317,           0,       9206
 1904,              ,                ,               ,     18318,           0,       9379
 1905,              ,                ,               ,     18341,           0,       9232
 1906,              ,                ,               ,     18352,           0,      10110
 1907,              ,                ,               ,     18393,           0,       9211
 1908,              ,                ,               ,     18383,           0,       9507
 1909,              ,                ,               ,     18397,           0,       9392
 1910,              ,                ,               ,     18402,           0,       9307
 1911,              ,                ,               ,     18422,           0,       9516
 1912,              ,                ,               ,     18457,           0,       9264
 1913,              ,                ,               ,     18460,           0,       9567
 1914,              ,                ,               ,     18463,           0,       9279
 1915,              ,                ,               ,     18473,           0,       9260
 1916,              ,                ,               ,     18485,           0,       9396
 1917,              ,                ,               ,     18465,           0,       9361
 1918,              ,                ,               ,     18487,           0,       9395
 1919,              ,                ,               ,     18503,           0,       9306
 1920,              ,                ,               ,     18546,           0,       9598
 1921,              ,                ,               ,     18559,           0,      10031
 1922,              ,                ,               ,     18571,           0,       9448
 1923,              ,                ,               ,     18586,           0,       9469
 1924,              ,                ,               ,     18584,           0,       9392
 1925,              ,                ,               ,     18594,           0,       9543
 1926,              ,                ,               ,     18624,           0,       9397
 1927,              ,                ,               ,     18614,           0,       9513
 1928,              ,                ,               ,     18613,           0,       9395
 1929,              ,                ,               ,     18613,           0,       9355
 1930,              ,                ,               ,     18624,           0,       9729
 1931,              ,                ,               ,     18644,           0,       9410
 1932,              ,                ,               ,     18709,           0,       9566
 1933,              ,                ,               ,     18714,           0,      10437
 1934,              ,                ,               ,     18711,           0,       9626
 1935,              ,                ,               ,     18700,           0,       9704
 1936,              ,                ,               ,     18693,           0,       9432
 1937,              ,                ,               ,     18703,           0,       9527
 1938,              ,                ,               ,     18703,           0,       9883
 1939,              ,                ,               ,     18732,           0,       9608
 1940,              ,                ,               ,     18727,           0,       9522
 1941,              ,                ,               ,     18745,           0,       9635
 1942,              ,                ,               ,     18732,           0,       9524
 1943,              ,                ,               ,     18769,           0,       9466
 1944,              ,                ,               ,     18787,           0,       9675
 1945,              ,                ,               ,     18783,           0,       9394
 1946,              ,                ,               ,     18796,           0,       9687
 1947,              ,                ,               ,     18797,           0,       9467
 1948,              ,                ,               ,     18850,           0,       9626
 1949,              ,                ,               ,     18836,           0,       9503
 1950,              ,                ,               ,     18840,           0,       9485
 1951,              ,                ,               ,     18863,           0,       9672
 1952,              ,                ,               ,     18884,           0,       9927
 1953,              ,                ,               ,     18894,           0,       9629
 1954,              ,                ,               ,     18871,           0,       9453
 1955,              ,                ,               ,     18880,           0,       9629
 1956,              ,                ,               ,     18899,           0,       9606
 1957,              ,                ,               ,     18904,           0,       9721
 1958,              ,                ,               ,     18907,           0,       9635
 1959,              ,                ,               ,     18963,           0,       9574
 1960,              ,                ,               ,     18947,           0,       9629
 1961,              ,                ,               ,     18955,           0,       9566
 1962,              ,                ,               ,     18976,           0,       9823
 1963,              ,                ,               ,     18968,           0,       9556
 1964,              ,                ,               ,     19017,           0,       9709
 1965,              ,                ,               ,     19002,           0,       9592
 1966,              ,                ,               ,     19039,           0,       9535
 1967,              ,                ,               ,     19015,           0,       9775
 1968,              ,                ,               ,     19073,           0,       9828
 1969,              ,                ,               ,     19085,           0,       9715
 1970,              ,                ,               ,     19113,           0,       9624
 1971,              ,                ,               ,     19129,           0,       9685
 1972,              ,                ,               ,     19087,           0,       9567
 1973,              ,                ,               ,     19114,           0,      11920
 1974,              ,                ,               ,     19142,           0,      11317
 1975,              ,                ,               ,     19137,           0,       9720
 1976,              ,                ,               ,     19126,           0,       9627
 1977,              ,                ,               ,     19143,           0,       9564
 1978,              ,                ,               ,     19178,           0,       9854
 1979,              ,                ,               ,     19192,           0,       9642
 1980,              ,                ,               ,     19176,           0,       9835
 1981,              ,                ,               ,     19208,           0,       9876
 1982,              ,                ,               ,     19249,           0,       9742
 1983,              ,                ,               ,     19226,           0,       9690
 1984,              ,                ,               ,     19217,           0,      10464
 1985,              ,                ,               ,     19224,           0,      10908
 1986,              ,                ,               ,     19241,           0,       9896
 1987,              ,                ,               ,     19263,           0,       9839
 1988,              ,                ,               ,     19285,           0,       9857
 1989,              ,                ,               ,     19298,           0,       9886
 1990,              ,                ,               ,     19268,           0,       9654
 1991,              ,                ,               ,     19316,           0,       9972
 1992,              ,                ,               ,     19287,           0,      10579
 1993,              ,                ,               ,     19303,           0,       9822
 1994,              ,                ,               ,     19309,           0,       9816
 1995,              ,                ,               ,     19310,           0,       9803
 1996,              ,                ,               ,     19359,           0,       9864
 1997,              ,                ,               ,     19356,           0,       9737
 1998,              ,                ,               ,     19354,           0,       9935
 1999,              ,                ,               ,     19365,           0,       9702
 2000,              ,                ,               ,     19447,           0,       9857
 2001,              ,                ,               ,     19455,           0,       9708
 2002,              ,                ,               ,     19423,           0,       9776
 2003,              ,                ,               ,     19448,           0,       9906
 2004,              ,                ,               ,     19462,           0,       9747
 2005,              ,                ,               ,     19474,           0,       9957
 2006,              ,                ,               ,     19467,           0,       9778
 2007,              ,                ,               ,     19483,           0,       9922
 2008,              ,                ,               ,     19526,           0,       9742
 2009,              ,                ,               ,     19535,           0,       9922
 2010,              ,                ,               ,     19520,           0,       9915
 2011,              ,                ,               ,     19523,           0,       9885
 2012,              ,                ,               ,     19551,           0,      10061
 2013,              ,                ,               ,     19555,           0,       9752
 2014,              ,                ,               ,     19522,           0,       9789
