    n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
    0,             0,               0,              3,         0,           0,          1
    1,             0,               0,              1,         0,           0,          0
    2,             1,               1,              9,         1,           0,         25
    3,             3,               3,              6,         3,           0,          6
    4,             4,               3,              4,         5,           0,          5
    5,             5,               3,              6,         6,           0,          6
    6,             7,               4,              6,         8,           0,          7
    7,            10,               6,              7,        11,           0,         10
    8,            11,               6,              9,        14,           0,         10
    9,            12,               6,              8,        15,           0,         13
   10,            13,               6,              8,        18,           0,         15
   11,            15,               7,             10,        21,           0,         16
   12,            16,               7,             10,        23,           0,         18
   13,            18,               8,             13,        24,           0,         18
   14,            19,               8,             13,        29,           0,         23
   15,            20,               8,             14,        30,           0,         24
   16,            22,               9,             14,        36,           0,         25
   17,            25,              11,             15,        38,           0,         27
   18,            26,              11,             16,        40,           0,         30
   19,            27,              11,             17,        41,           0,         30
   20,            29,              12,             19,        47,           0,         34
   21,            30,              12,             18,        51,           0,         36
   22,            31,              12,             18,        51,           0,         37
   23,            33,              13,             20,        54,           0,         40
   24,            34,              13,             21,        61,           0,         44
   25,            35,              13,             22,        62,           0,         45
   26,            36,              13,             20,        62,           0,         46
   27,            37,              13,             21,        63,           0,         46
   28,            41,              16,             25,        72,           0,         51
   29,            43,              17,             27,        75,           0,         53
   30,            44,              17,             28,        79,           0,         55
   31,            45,              17,             27,        82,           0,         56
   32,            46,              17,             28,        88,           0,         59
   33,            49,              19,             45,        90,           0,         70
   34,            51,              20,             43,        93,           0,         63
   35,            55,              23,             35,        95,           0,         65
   36,            56,              23,             35,       101,           0,         70
   37,            57,              23,             36,       102,           0,         70
   38,            59,              24,             36,       104,           0,         72
   39,            60,              24,             36,       108,           0,         74
   40,            61,              24,             38,       114,           0,         78
   41,            62,              24,             38,       115,           0,         79
   42,            64,              25,             39,       122,           0,         82
   43,            67,              27,             41,       125,           0,         84
   44,            69,              28,             42,       127,           0,         87
   45,            70,              28,             43,       131,           0,         89
   46,            71,              28,             44,       134,           0,         91
   47,            73,              29,             45,       137,           0,         92
   48,            76,              31,            105,       147,           0,        143
   49,            77,              31,             50,       149,           0,        100
   50,            78,              31,             48,       153,           0,        102
   51,            80,              32,             50,       155,           0,        103
   52,            82,              33,             51,       155,           0,        105
   53,            83,              33,             51,       160,           0,        108
   54,            84,              33,             52,       161,           0,        110
   55,            85,              33,             51,       165,           0,        108
   56,            86,              33,             51,       172,           0,        113
   57,            87,              33,             52,       175,           0,        116
   58,            88,              33,             51,       182,           0,        118
   59,            89,              33,             52,       182,           0,        119
   60,            90,              33,             54,       189,           0,        123
   61,            91,              33,             53,       193,           0,        124
   62,            92,              33,            143,       198,           0,        143
   63,            93,              33,             60,       201,           0,        141
   64,            95,              34,             61,       207,           0,        143
   65,            96,              34,             61,       209,           0,        146
   66,            97,              34,             62,       213,           0,        149
   67,            98,              34,             62,       215,           0,        258
   68,            99,              34,             66,       217,           0,        155
   69,           100,              34,             66,       218,           0,        157
   70,           101,              34,            404,       221,           0,        432
   71,           102,              34,            209,       225,           0,        232
   72,           103,              34,            130,       230,           0,        258
   73,           104,              34,             66,       232,           0,        156
   74,           105,              34,             61,       237,           0,        155
   75,           106,              34,             60,       240,           0,        156
   76,           107,              34,             61,       240,           0,        157
   77,           108,              34,             61,       242,           0,        185
   78,           109,              34,             61,       249,           0,        159
   79,           111,              35,             63,       254,           0,        161
   80,           112,              35,             62,       261,           0,        165
   81,           113,              35,             63,       263,           0,        167
   82,           114,              35,             64,       265,           0,        169
   83,           115,              35,             64,       268,           0,        169
   84,           117,              36,             66,       275,           0,        174
   85,           118,              36,             64,       278,           0,        176
   86,           121,              38,             67,       283,           0,        179
   87,           122,              38,             69,       287,           0,        181
   88,           123,              38,             67,       290,           0,        181
   89,           124,              38,             70,       294,           0,        186
   90,           125,              38,             69,       297,           0,        185
   91,           126,              38,             72,       301,           0,        191
   92,           127,              38,             72,       306,           0,        192
   93,           128,              38,             72,       310,           0,        197
   94,           129,              38,             72,       311,           0,        195
   95,           130,              38,             72,       319,           0,        241
   96,           131,              38,            151,       328,           0,        204
   97,           132,              38,             74,       330,           0,        207
   98,           133,              38,             77,       331,           0,        206
   99,           134,              38,             74,       335,           0,        211
  100,           135,              38,             75,       342,           0,        212
  101,           137,              39,             75,       344,           0,        216
  102,           138,              39,             76,       347,           0,        216
  103,           139,              39,             76,       350,           0,        220
  104,           140,              39,             77,       352,           0,        219
  105,           141,              39,             77,       354,           0,        224
  106,           142,              39,             77,       359,           0,        336
  107,           144,              40,             85,       364,           0,        232
  108,           147,              42,             80,       366,           0,        231
  109,           148,              42,             82,       370,           0,        233
  110,           149,              42,             82,       376,           0,        251
  111,           150,              42,             97,       381,           0,        239
  112,           153,              44,             83,       390,           0,        242
  113,           154,              44,             85,       393,           0,        244
  114,           155,              44,             84,       398,           0,        247
  115,           157,              45,             86,       400,           0,        247
  116,           159,              46,             88,       410,           0,        253
  117,           161,              47,             88,       415,           0,        272
  118,           162,              47,            169,       416,           0,        269
  119,           163,              47,             91,       420,           0,        258
  120,           164,              47,             89,       428,           0,        264
  121,           165,              47,             91,       431,           0,        263
  122,           166,              47,             91,       440,           0,        267
  123,           167,              47,             91,       441,           0,        350
  124,           169,              48,            149,       449,           0,        319
  125,           170,              48,             94,       453,           0,        274
  126,           171,              48,             93,       460,           0,        278
  127,           172,              48,             94,       465,           0,        298
  128,           174,              49,             95,       470,           0,        287
  129,           175,              49,             95,       472,           0,        287
  130,           178,              51,            112,       475,           0,        408
  131,           179,              51,            110,       480,           0,        315
  132,           180,              51,            107,       484,           0,        316
  133,           182,              52,            107,       483,           0,        319
  134,           183,              52,            108,       491,           0,        409
  135,           184,              52,            248,       489,           0,        372
  136,           186,              53,            234,       499,           0,        337
  137,           189,              55,            116,       501,           0,        334
  138,           190,              55,            118,       501,           0,        339
  139,           192,              56,            114,       503,           0,        334
  140,           193,              56,            215,       508,           0,        611
  141,           194,              56,            220,       515,           0,        811
  142,           195,              56,            222,       514,           0,        804
  143,           196,              56,            374,       521,           0,        743
  144,           197,              56,            121,       526,           0,        349
  145,           200,              58,            118,       530,           0,        350
  146,           204,              61,            123,       535,           0,        353
  147,           205,              61,            122,       536,           0,        483
  148,           206,              61,            124,       546,           0,        426
  149,           207,              61,            125,       547,           0,        360
  150,           208,              61,            122,       549,           0,        365
  151,           209,              61,            123,       554,           0,        361
  152,           210,              61,            124,       556,           0,        367
  153,           211,              61,            124,       562,           0,        368
  154,           213,              62,            126,       559,           0,        455
  155,           214,              62,            133,       567,           0,        376
  156,           215,              62,            128,       575,           0,        385
  157,           216,              62,            123,       578,           0,        353
  158,           217,              62,            118,       587,           0,        453
  159,           219,              63,            120,       587,           0,        357
  160,           220,              63,            142,       599,           0,        364
  161,           224,              66,            187,       603,           0,        392
  162,           228,              69,            138,       605,           0,        419
  163,           229,              69,            129,       607,           0,        368
  164,           230,              69,            128,       614,           0,        373
  165,           231,              69,            128,       613,           0,        373
  166,           232,              69,            165,       618,           0,        376
  167,           233,              69,            129,       628,           0,        378
  168,           236,              71,            130,       629,           0,        382
  169,           237,              71,            131,       636,           0,        385
  170,           238,              71,            131,       637,           0,        387
  171,           239,              71,            132,       642,           0,        390
  172,           240,              71,            133,       647,           0,        454
  173,           241,              71,            133,       649,           0,        412
  174,           242,              71,            163,       657,           0,        427
  175,           244,              72,            135,       665,           0,        403
  176,           247,              74,            140,       664,           0,        404
  177,           249,              75,            138,       669,           0,        406
  178,           250,              75,            137,       675,           0,        409
  179,           251,              75,            138,       678,           0,        427
  180,           253,              76,            139,       686,           0,        415
  181,           256,              78,            142,       693,           0,        416
  182,           259,              80,            147,       694,           0,        494
  183,           261,              81,            151,       698,           0,        426
  184,           262,              81,            145,       712,           0,        458
  185,           263,              81,            148,       717,           0,        432
  186,           264,              81,            148,       714,           0,        482
  187,           266,              82,            161,       719,           0,        473
  188,           268,              83,            149,       728,           0,        437
  189,           271,              85,            153,       731,           0,        581
  190,           274,              87,            158,       737,           0,        467
  191,           275,              87,            156,       748,           0,        448
  192,           276,              87,            155,       762,           0,        452
  193,           277,              87,            155,       764,           0,        456
  194,           278,              87,            168,       759,           0,        933
  195,           279,              87,            161,       762,           0,        473
  196,           280,              87,            157,       765,           0,        458
  197,           281,              87,            158,       768,           0,        482
  198,           282,              87,            197,       776,           0,        463
  199,           283,              87,            158,       778,           0,        462
  200,           284,              87,            158,       788,           0,        469
  201,           285,              87,            156,       790,           0,        471
  202,           286,              87,            157,       792,           0,        473
  203,           287,              87,            158,       794,           0,        475
  204,           288,              87,            158,       800,           0,        478
  205,           290,              88,            161,       805,           0,        500
  206,           293,              90,            162,       808,           0,        483
  207,           294,              90,            163,       819,           0,        531
  208,           295,              90,            197,       810,           0,        486
  209,           297,              91,            165,       812,           0,        487
  210,           300,              93,            166,       824,           0,        492
  211,           303,              95,            193,       830,           0,        496
  212,           306,              97,            170,       837,           0,        534
  213,           307,              97,            173,       844,           0,        502
  214,           308,              97,            197,       842,           0,        503
  215,           309,              97,            171,       854,           0,        508
  216,           310,              97,            173,       848,           0,        535
  217,           311,              97,            174,       852,           0,        509
  218,           312,              97,            172,       860,           0,        566
  219,           313,              97,            181,       865,           0,        523
  220,           314,              97,            175,       873,           0,        522
  221,           315,              97,            175,       881,           0,        524
  222,           317,              98,            177,       888,           0,        525
  223,           318,              98,            177,       889,           0,        550
  224,           319,              98,            178,       891,           0,        532
  225,           320,              98,            177,       895,           0,        535
  226,           321,              98,            191,       905,           0,        559
  227,           322,              98,            193,       909,           0,        600
  228,           325,             100,            183,       916,           0,        543
  229,           330,             104,            187,       921,           0,        546
  230,           331,             104,            190,       932,           0,        553
  231,           332,             104,            186,       932,           0,        551
  232,           333,             104,            185,       937,           0,        592
  233,           334,             104,            186,       941,           0,        557
  234,           335,             104,            187,       943,           0,        558
  235,           336,             104,            186,       953,           0,        596
  236,           339,             106,            188,       955,           0,        564
  237,           341,             107,            191,       957,           0,        579
  238,           344,             109,            193,       970,           0,        607
  239,           345,             109,            194,       974,           0,        572
  240,           346,             109,            192,       984,           0,        579
  241,           347,             109,            196,       985,           0,        579
  242,           348,             109,            194,       985,           0,        581
  243,           349,             109,            195,       994,           0,        691
  244,           350,             109,            260,      1006,           0,        674
  245,           351,             109,            241,      1010,           0,        659
  246,           353,             110,            202,      1010,           0,        596
  247,           355,             111,            198,      1018,           0,        597
  248,           357,             112,            199,      1029,           0,        601
  249,           360,             114,            202,      1035,           0,        604
  250,           361,             114,            202,      1041,           0,        648
  251,           362,             114,            204,      1043,           0,        609
  252,           364,             115,            203,      1049,           0,        644
  253,           365,             115,            204,      1055,           0,        615
  254,           366,             115,            205,      1063,           0,        618
  255,           368,             116,            204,      1076,           0,        622
  256,           371,             118,            313,      1079,           0,        677
  257,           374,             120,            289,      1082,           0,        630
  258,           377,             122,            215,      1077,           0,        629
  259,           378,             122,            213,      1085,           0,        634
  260,           379,             122,            214,      1088,           0,        671
  261,           380,             122,            238,      1087,           0,        694
  262,           381,             122,            215,      1102,           0,        725
  263,           382,             122,            236,      1105,           0,        753
  264,           383,             122,            218,      1105,           0,        644
  265,           384,             122,            216,      1106,           0,        645
  266,           386,             123,            218,      1101,           0,        687
  267,           387,             123,            217,      1114,           0,        801
  268,           388,             123,            224,      1119,           0,        659
  269,           389,             123,            221,      1122,           0,        660
  270,           390,             123,            219,      1120,           0,        658
  271,           391,             123,            219,      1128,           0,        660
  272,           392,             123,            244,      1137,           0,        672
  273,           393,             123,            224,      1138,           0,        669
  274,           394,             123,            221,      1143,           0,        690
  275,           395,             123,            222,      1144,           0,        694
  276,           396,             123,            237,      1142,           0,        772
  277,           397,             123,            222,      1149,           0,        676
  278,           398,             123,            221,      1149,           0,        677
  279,           399,             123,            222,      1159,           0,        679
  280,           402,             125,            226,      1159,           0,        683
  281,           407,             129,            230,      1169,           0,        684
  282,           408,             129,            231,      1176,           0,        793
  283,           409,             129,            235,      1175,           0,        695
  284,           410,             129,            231,      1184,           0,        698
  285,           413,             131,            232,      1185,           0,        741
  286,           414,             131,            236,      1196,           0,        721
  287,           415,             131,            236,      1200,           0,        741
  288,           417,             132,            236,      1198,           0,        705
  289,           418,             132,            345,      1201,           0,        712
  290,           419,             132,            238,      1210,           0,        833
  291,           420,             132,            246,      1219,           0,        720
  292,           421,             132,            339,      1222,           0,        722
  293,           423,             133,            241,      1225,           0,        723
  294,           425,             134,            242,      1222,           0,        748
  295,           426,             134,            241,      1233,           0,        725
  296,           427,             134,            241,      1235,           0,        727
  297,           428,             134,            262,      1241,           0,        733
  298,           430,             135,            244,      1248,           0,        812
  299,           432,             136,            274,      1250,           0,        739
  300,           433,             136,            321,      1252,           0,        766
  301,           434,             136,            246,      1254,           0,        806
  302,           435,             136,            249,      1269,           0,        751
  303,           436,             136,            247,      1269,           0,        934
  304,           437,             136,            320,      1269,           0,       1020
  305,           438,             136,            252,      1274,           0,        789
  306,           439,             136,            262,      1283,           0,        762
  307,           442,             138,            251,      1290,           0,       1055
  308,           443,             138,            437,      1291,           0,        767
  309,           444,             138,            253,      1292,           0,        763
  310,           445,             138,            267,      1296,           0,        769
  311,           446,             138,            252,      1306,           0,        838
  312,           447,             138,            252,      1311,           0,        773
  313,           450,             140,            254,      1313,           0,        773
  314,           452,             141,            256,      1323,           0,       1244
  315,           453,             141,            284,      1330,           0,        835
  316,           454,             141,            290,      1336,           0,        788
  317,           455,             141,            257,      1344,           0,        848
  318,           456,             141,            258,      1339,           0,        838
  319,           457,             141,            259,      1353,           0,        806
  320,           458,             141,            259,      1362,           0,        797
  321,           459,             141,            257,      1364,           0,        798
  322,           460,             141,            259,      1369,           0,        804
  323,           462,             142,            279,      1376,           0,        806
  324,           464,             143,            262,      1370,           0,        806
  325,           465,             143,            262,      1374,           0,        884
  326,           466,             143,            267,      1380,           0,        816
  327,           467,             143,            263,      1382,           0,        853
  328,           468,             143,            263,      1397,           0,        819
  329,           469,             143,            263,      1400,           0,        820
  330,           470,             143,            264,      1393,           0,        822
  331,           471,             143,            285,      1396,           0,       1271
  332,           473,             144,            271,      1405,           0,        828
  333,           476,             146,            329,      1408,           0,        835
  334,           477,             146,            271,      1430,           0,        839
  335,           479,             147,            270,      1429,           0,        837
  336,           480,             147,            280,      1425,           0,        839
  337,           481,             147,            269,      1429,           0,        839
  338,           482,             147,            269,      1439,           0,        843
  339,           483,             147,            270,      1446,           0,        847
  340,           484,             147,            272,      1439,           0,        894
  341,           487,             149,            298,      1442,           0,        849
  342,           488,             149,            275,      1461,           0,        855
  343,           489,             149,            274,      1468,           0,        999
  344,           490,             149,            279,      1465,           0,        904
  345,           491,             149,            277,      1472,           0,        863
  346,           492,             149,            277,      1466,           0,        860
  347,           493,             149,            277,      1480,           0,        868
  348,           494,             149,            279,      1490,           0,        905
  349,           495,             149,            279,      1490,           0,        873
  350,           496,             149,            277,      1504,           0,        882
  351,           497,             149,            278,      1513,           0,       1140
  352,           500,             151,            404,      1504,           0,       1098
  353,           501,             151,            288,      1508,           0,        886
  354,           502,             151,            318,      1523,           0,        891
  355,           504,             152,            283,      1522,           0,        890
  356,           506,             153,            286,      1525,           0,        903
  357,           507,             153,            285,      1531,           0,        895
  358,           508,             153,            286,      1534,           0,       1003
  359,           510,             154,            288,      1541,           0,       1065
  360,           513,             156,            324,      1554,           0,       1012
  361,           514,             156,            293,      1555,           0,        910
  362,           515,             156,            291,      1565,           0,        916
  363,           516,             156,            292,      1574,           0,        917
  364,           517,             156,            315,      1568,           0,        917
  365,           518,             156,            289,      1572,           0,        917
  366,           520,             157,            375,      1580,           0,        925
  367,           523,             159,            295,      1583,           0,        945
  368,           527,             162,            298,      1600,           0,        933
  369,           528,             162,            298,      1604,           0,        960
  370,           529,             162,            301,      1619,           0,        941
  371,           530,             162,            299,      1621,           0,        975
  372,           532,             163,            303,      1614,           0,        938
  373,           534,             164,            386,      1621,           0,        944
  374,           535,             164,            303,      1626,           0,        944
  375,           536,             164,            329,      1638,           0,       1190
  376,           538,             165,            310,      1641,           0,        955
  377,           540,             166,            307,      1646,           0,       1019
  378,           541,             166,            311,      1649,           0,        961
  379,           542,             166,            319,      1659,           0,       1438
  380,           544,             167,            311,      1660,           0,        966
  381,           545,             167,            309,      1668,           0,        965
  382,           546,             167,            307,      1686,           0,       1034
  383,           547,             167,            313,      1690,           0,        980
  384,           550,             169,            310,      1701,           0,       1001
  385,           553,             171,            339,      1702,           0,       1034
  386,           554,             171,            314,      1716,           0,       1027
  387,           555,             171,            315,      1713,           0,        988
  388,           556,             171,            316,      1711,           0,        987
  389,           557,             171,            315,      1713,           0,        989
  390,           559,             172,            349,      1717,           0,       1126
  391,           560,             172,            322,      1722,           0,        999
  392,           561,             172,            352,      1728,           0,       1001
  393,           562,             172,            317,      1729,           0,       1043
  394,           564,             173,            319,      1731,           0,       1003
  395,           565,             173,            319,      1735,           0,       1004
  396,           566,             173,            320,      1746,           0,       1010
  397,           568,             174,            322,      1754,           0,       1027
  398,           570,             175,            322,      1752,           0,       1013
  399,           571,             175,            324,      1759,           0,       1015
  400,           572,             175,            323,      1771,           0,       1038
  401,           573,             175,            324,      1773,           0,       1024
  402,           575,             176,            324,      1775,           0,       1026
  403,           578,             178,            330,      1781,           0,       1028
  404,           579,             178,            328,      1787,           0,       1065
  405,           580,             178,            329,      1793,           0,       1596
  406,           581,             178,            336,      1789,           0,       1041
  407,           582,             178,            329,      1794,           0,       1106
  408,           583,             178,            332,      1805,           0,       1043
  409,           586,             180,            334,      1806,           0,       1044
  410,           590,             183,            334,      1810,           0,       1075
  411,           591,             183,            369,      1819,           0,       1053
  412,           592,             183,            338,      1818,           0,       1133
  413,           593,             183,            375,      1821,           0,       1059
  414,           594,             183,            339,      1845,           0,       1096
  415,           595,             183,            336,      1844,           0,       1157
  416,           596,             183,            343,      1841,           0,       1065
  417,           597,             183,            339,      1842,           0,       1107
  418,           599,             184,            339,      1845,           0,       1068
  419,           602,             186,            345,      1846,           0,       1081
  420,           603,             186,            345,      1860,           0,       1078
  421,           604,             186,            394,      1863,           0,       1082
  422,           605,             186,            345,      1873,           0,       1084
  423,           606,             186,            344,      1869,           0,       1085
  424,           607,             186,            355,      1882,           0,       1126
  425,           608,             186,            345,      1889,           0,       1091
  426,           610,             187,            344,      1895,           0,       1095
  427,           611,             187,            345,      1901,           0,       1130
  428,           613,             188,            347,      1896,           0,       1096
  429,           614,             188,            348,      1903,           0,       1405
  430,           615,             188,            353,      1916,           0,       1109
  431,           616,             188,            354,      1923,           0,       1112
  432,           618,             189,            350,      1912,           0,       1248
  433,           619,             189,            357,      1916,           0,       1114
  434,           620,             189,            439,      1930,           0,       1568
  435,           621,             189,            578,      1932,           0,       1176
  436,           622,             189,            359,      1942,           0,       1184
  437,           623,             189,            383,      1945,           0,       1210
  438,           625,             190,            359,      1953,           0,       1128
  439,           626,             190,            356,      1955,           0,       1201
  440,           627,             190,            360,      1966,           0,       1137
  441,           629,             191,            355,      1971,           0,       1137
  442,           631,             192,            358,      1991,           0,       1424
  443,           632,             192,            365,      1986,           0,       1148
  444,           633,             192,            360,      1994,           0,       1146
  445,           634,             192,            442,      2000,           0,       1156
  446,           635,             192,            400,      2004,           0,       1153
  447,           638,             194,            359,      2008,           0,       1154
  448,           640,             195,            364,      2011,           0,       1177
  449,           644,             198,            366,      2016,           0,       1194
  450,           645,             198,            367,      2029,           0,       1169
  451,           646,             198,            367,      2026,           0,       1197
  452,           648,             199,            369,      2041,           0,       1237
  453,           651,             201,            370,      2046,           0,       1175
  454,           652,             201,            398,      2049,           0,       1221
  455,           653,             201,            405,      2055,           0,       1320
  456,           655,             202,            405,      2053,           0,       1280
  457,           657,             203,            406,      2057,           0,       1445
  458,           660,             205,            457,      2070,           0,       1373
  459,           663,             207,            417,      2089,           0,       1298
  460,           664,             207,            414,      2087,           0,       1405
  461,           665,             207,            418,      2090,           0,       1356
  462,           666,             207,            414,      2097,           0,       1396
  463,           667,             207,            446,      2096,           0,       1383
  464,           668,             207,            415,      2107,           0,       1360
  465,           669,             207,            417,      2111,           0,       1407
  466,           670,             207,            428,      2115,           0,       1469
  467,           672,             208,            420,      2130,           0,       1543
  468,           674,             209,            465,      2123,           0,       2188
  469,           676,             210,            552,      2133,           0,       1837
  470,           677,             210,            433,      2143,           0,       1440
  471,           678,             210,            424,      2146,           0,       1538
  472,           680,             211,            463,      2148,           0,       1434
  473,           681,             211,            424,      2153,           0,       1619
  474,           682,             211,            805,      2158,           0,       1331
  475,           683,             211,            395,      2160,           0,       1322
  476,           684,             211,            392,      2180,           0,       1243
  477,           685,             211,            391,      2180,           0,       1340
  478,           686,             211,            397,      2190,           0,       1426
  479,           687,             211,            397,      2193,           0,       1257
  480,           688,             211,            393,      2204,           0,       1257
  481,           689,             211,            392,      2208,           0,       1296
  482,           690,             211,            423,      2209,           0,       1428
  483,           691,             211,            427,      2222,           0,       1729
  484,           692,             211,            401,      2209,           0,       1268
  485,           695,             213,            396,      2218,           0,       1301
  486,           696,             213,            396,      2236,           0,       1276
  487,           697,             213,            435,      2239,           0,       1278
  488,           698,             213,            396,      2252,           0,       1281
  489,           699,             213,            398,      2257,           0,       1286
  490,           701,             214,            482,      2263,           0,       1781
  491,           702,             214,            478,      2268,           0,       1606
  492,           703,             214,            407,      2262,           0,       1303
  493,           705,             215,            402,      2272,           0,       1346
  494,           706,             215,            403,      2290,           0,       1342
  495,           707,             215,            437,      2294,           0,       1302
  496,           709,             216,            402,      2294,           0,       1304
  497,           711,             217,            406,      2300,           0,       1400
  498,           712,             217,            464,      2313,           0,       1315
