   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 709,              ,                ,               ,      5858,           0,       3032
 710,              ,                ,               ,      5848,           0,       3110
 711,              ,                ,               ,      5859,           0,       3087
 712,              ,                ,               ,      5862,           0,       3113
 713,              ,                ,               ,      5863,           0,       3304
 714,              ,                ,               ,      5886,           0,       3060
 715,              ,                ,               ,      5896,           0,       3143
 716,              ,                ,               ,      5903,           0,       3136
 717,              ,                ,               ,      5926,           0,       3179
 718,              ,                ,               ,      5928,           0,       3153
 719,              ,                ,               ,      5931,           0,       3128
 720,              ,                ,               ,      5938,           0,       3299
 721,              ,                ,               ,      5952,           0,       3130
 722,              ,                ,               ,      5945,           0,       3227
 723,              ,                ,               ,      5976,           0,       3216
 724,              ,                ,               ,      5973,           0,       3120
 725,              ,                ,               ,      5972,           0,       3127
 726,              ,                ,               ,      5996,           0,       3099
 727,              ,                ,               ,      5993,           0,       3353
 728,              ,                ,               ,      6035,           0,       3181
 729,              ,                ,               ,      6047,           0,       3181
 730,              ,                ,               ,      6049,           0,       3178
 731,              ,                ,               ,      6054,           0,       3165
 732,              ,                ,               ,      6076,           0,       3220
 733,              ,                ,               ,      6082,           0,       3220
 734,              ,                ,               ,      6086,           0,       3301
 735,              ,                ,               ,      6103,           0,       3228
 736,              ,                ,               ,      6079,           0,       3191
 737,              ,                ,               ,      6087,           0,       3160
 738,              ,                ,               ,      6085,           0,       3224
 739,              ,                ,               ,      6105,           0,       3154
 740,              ,                ,               ,      6107,           0,       3230
 741,              ,                ,               ,      6122,           0,       3298
 742,              ,                ,               ,      6156,           0,       3184
 743,              ,                ,               ,      6136,           0,       3216
 744,              ,                ,               ,      6158,           0,       3180
 745,              ,                ,               ,      6173,           0,       3346
 746,              ,                ,               ,      6189,           0,       3247
 747,              ,                ,               ,      6199,           0,       3360
 748,              ,                ,               ,      6208,           0,       3219
 749,              ,                ,               ,      6204,           0,       3192
 750,              ,                ,               ,      6216,           0,       3504
 751,              ,                ,               ,      6226,           0,       3371
 752,              ,                ,               ,      6225,           0,       3227
 753,              ,                ,               ,      6236,           0,       3334
 754,              ,                ,               ,      6263,           0,       3404
 755,              ,                ,               ,      6264,           0,       3240
 756,              ,                ,               ,      6283,           0,       3325
 757,              ,                ,               ,      6304,           0,       3247
 758,              ,                ,               ,      6300,           0,       3312
 759,              ,                ,               ,      6304,           0,       3374
 760,              ,                ,               ,      6330,           0,       3257
 761,              ,                ,               ,      6331,           0,       3506
 762,              ,                ,               ,      6323,           0,       3395
 763,              ,                ,               ,      6337,           0,       3300
 764,              ,                ,               ,      6355,           0,       3308
 765,              ,                ,               ,      6363,           0,       3291
 766,              ,                ,               ,      6382,           0,       3325
 767,              ,                ,               ,      6383,           0,       3418
 768,              ,                ,               ,      6382,           0,       3304
 769,              ,                ,               ,      6393,           0,       3320
 770,              ,                ,               ,      6416,           0,       3347
 771,              ,                ,               ,      6421,           0,       3339
 772,              ,                ,               ,      6437,           0,       3468
 773,              ,                ,               ,      6458,           0,       3351
 774,              ,                ,               ,      6464,           0,       3620
 775,              ,                ,               ,      6469,           0,       3376
 776,              ,                ,               ,      6491,           0,       3366
 777,              ,                ,               ,      6497,           0,       3387
 778,              ,                ,               ,      6463,           0,       3396
 779,              ,                ,               ,      6482,           0,       3371
 780,              ,                ,               ,      6504,           0,       3542
 781,              ,                ,               ,      6512,           0,       3418
 782,              ,                ,               ,      6534,           0,       3458
 783,              ,                ,               ,      6539,           0,       3557
 784,              ,                ,               ,      6550,           0,       3423
 785,              ,                ,               ,      6566,           0,       3420
 786,              ,                ,               ,      6569,           0,       3435
 787,              ,                ,               ,      6581,           0,       3477
 788,              ,                ,               ,      6611,           0,       3448
 789,              ,                ,               ,      6619,           0,       3458
 790,              ,                ,               ,      6618,           0,       3419
 791,              ,                ,               ,      6622,           0,       3453
 792,              ,                ,               ,      6638,           0,       3547
 793,              ,                ,               ,      6654,           0,       3589
 794,              ,                ,               ,      6660,           0,       3470
 795,              ,                ,               ,      6672,           0,       3554
 796,              ,                ,               ,      6672,           0,       3422
 797,              ,                ,               ,      6675,           0,       3468
 798,              ,                ,               ,      6678,           0,       3473
 799,              ,                ,               ,      6708,           0,       3575
 800,              ,                ,               ,      6726,           0,       3505
 801,              ,                ,               ,      6738,           0,       3889
 802,              ,                ,               ,      6743,           0,       3495
 803,              ,                ,               ,      6765,           0,       3614
 804,              ,                ,               ,      6727,           0,       3808
 805,              ,                ,               ,      6741,           0,       4042
 806,              ,                ,               ,      6755,           0,       3519
 807,              ,                ,               ,      6786,           0,       3808
 808,              ,                ,               ,      6799,           0,       3914
 809,              ,                ,               ,      6803,           0,       3581
 810,              ,                ,               ,      6809,           0,       3584
 811,              ,                ,               ,      6844,           0,       3768
 812,              ,                ,               ,      6837,           0,       3500
 813,              ,                ,               ,      6846,           0,       3597
 814,              ,                ,               ,      6840,           0,       3545
 815,              ,                ,               ,      6851,           0,       3489
 816,              ,                ,               ,      6877,           0,       3549
 817,              ,                ,               ,      6888,           0,       3789
 818,              ,                ,               ,      6906,           0,       3615
 819,              ,                ,               ,      6916,           0,       3552
 820,              ,                ,               ,      6914,           0,       3584
 821,              ,                ,               ,      6922,           0,       3582
 822,              ,                ,               ,      6927,           0,       3538
 823,              ,                ,               ,      6913,           0,       3693
 824,              ,                ,               ,      6956,           0,       3621
 825,              ,                ,               ,      6960,           0,       3548
 826,              ,                ,               ,      6996,           0,       3633
 827,              ,                ,               ,      6996,           0,       3661
 828,              ,                ,               ,      6980,           0,       3588
 829,              ,                ,               ,      7008,           0,       4312
 830,              ,                ,               ,      7012,           0,       3617
 831,              ,                ,               ,      6981,           0,       3597
 832,              ,                ,               ,      7026,           0,       3650
 833,              ,                ,               ,      7034,           0,       3916
 834,              ,                ,               ,      7049,           0,       3654
 835,              ,                ,               ,      7061,           0,       3764
 836,              ,                ,               ,      7062,           0,       3720
 837,              ,                ,               ,      7080,           0,       3854
 838,              ,                ,               ,      7094,           0,       5228
 839,              ,                ,               ,      7097,           0,       3772
 840,              ,                ,               ,      7103,           0,       3702
 841,              ,                ,               ,      7124,           0,       4076
 842,              ,                ,               ,      7137,           0,       3641
 843,              ,                ,               ,      7155,           0,       3674
 844,              ,                ,               ,      7169,           0,       3680
 845,              ,                ,               ,      7184,           0,       4050
 846,              ,                ,               ,      7172,           0,       3787
 847,              ,                ,               ,      7153,           0,       3791
 848,              ,                ,               ,      7187,           0,       3786
 849,              ,                ,               ,      7196,           0,       3890
 850,              ,                ,               ,      7203,           0,       3680
 851,              ,                ,               ,      7229,           0,       3839
 852,              ,                ,               ,      7213,           0,       3849
 853,              ,                ,               ,      7227,           0,       3926
 854,              ,                ,               ,      7246,           0,       3839
 855,              ,                ,               ,      7267,           0,       3800
 856,              ,                ,               ,      7249,           0,       3707
 857,              ,                ,               ,      7259,           0,       4086
 858,              ,                ,               ,      7279,           0,       3915
 859,              ,                ,               ,      7296,           0,       3808
 860,              ,                ,               ,      7305,           0,       3717
 861,              ,                ,               ,      7303,           0,       4040
