      n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
    297,              ,                ,               ,      2066,           0,       8720
    298,              ,                ,               ,      2074,           0,      11458
    299,              ,                ,               ,      2083,           0,      11156
    300,              ,                ,               ,      2065,           0,      11922
    301,              ,                ,               ,      2076,           0,       9286
    302,              ,                ,               ,      2104,           0,      10004
    303,              ,                ,               ,      2102,           0,      11562
    304,              ,                ,               ,      2128,           0,      13643
    305,              ,                ,               ,      2136,           0,      12622
    306,              ,                ,               ,      2134,           0,      12346
    307,              ,                ,               ,      2147,           0,      10000
    308,              ,                ,               ,      2150,           0,      10159
    309,              ,                ,               ,      2161,           0,      10518
    310,              ,                ,               ,      2173,           0,      12231
    311,              ,                ,               ,      2171,           0,      12821
    312,              ,                ,               ,      2185,           0,      12734
    313,              ,                ,               ,      2191,           0,       9773
    314,              ,                ,               ,      2209,           0,       9740
    315,              ,                ,               ,      2221,           0,      11485
    316,              ,                ,               ,      2216,           0,      13071
    317,              ,                ,               ,      2224,           0,      12439
    318,              ,                ,               ,      2236,           0,      12675
    319,              ,                ,               ,      2250,           0,      10357
    320,              ,                ,               ,      2258,           0,      10185
    321,              ,                ,               ,      2268,           0,      10767
    322,              ,                ,               ,      2264,           0,      11360
    323,              ,                ,               ,      2266,           0,      12664
    324,              ,                ,               ,      2280,           0,      11595
    325,              ,                ,               ,      2294,           0,      10088
    326,              ,                ,               ,      2308,           0,      12047
    327,              ,                ,               ,      2322,           0,      12204
    328,              ,                ,               ,      2319,           0,      12654
    329,              ,                ,               ,      2321,           0,      12720
    330,              ,                ,               ,      2338,           0,      14153
    331,              ,                ,               ,      2360,           0,      16009
    332,              ,                ,               ,      2376,           0,      13443
    333,              ,                ,               ,      2390,           0,      14616
    334,              ,                ,               ,      2376,           0,      15011
    335,              ,                ,               ,      2394,           0,      13648
    336,              ,                ,               ,      2396,           0,      14433
    337,              ,                ,               ,      2405,           0,      13890
    338,              ,                ,               ,      2407,           0,      10668
    339,              ,                ,               ,      2426,           0,      12012
    340,              ,                ,               ,      2429,           0,      10754
    341,              ,                ,               ,      2440,           0,      32958
    342,              ,                ,               ,      2456,           0,      24514
    343,              ,                ,               ,      2466,           0,      37964
    344,              ,                ,               ,      2469,           0,      17023
    345,              ,                ,               ,      2480,           0,      14627
    346,              ,                ,               ,      2478,           0,      13722
    347,              ,                ,               ,      2486,           0,      13506
    348,              ,                ,               ,      2502,           0,      13566
    349,              ,                ,               ,      2509,           0,      11216
    350,              ,                ,               ,      2508,           0,      11591
    351,              ,                ,               ,      2514,           0,      12431
    352,              ,                ,               ,      2521,           0,      12260
    353,              ,                ,               ,      2526,           0,      13173
    354,              ,                ,               ,      2552,           0,      13104
    355,              ,                ,               ,      2564,           0,      14121
    356,              ,                ,               ,      2571,           0,      13978
    357,              ,                ,               ,      2586,           0,      17101
    358,              ,                ,               ,      2592,           0,      15851
    359,              ,                ,               ,      2592,           0,      14552
    360,              ,                ,               ,      2600,           0,      14315
    361,              ,                ,               ,      2609,           0,      13337
    362,              ,                ,               ,      2604,           0,      14747
    363,              ,                ,               ,      2614,           0,      15692
    364,              ,                ,               ,      2631,           0,      13660
    365,              ,                ,               ,      2639,           0,      11995
    366,              ,                ,               ,      2640,           0,      12870
    367,              ,                ,               ,      2657,           0,      13770
    368,              ,                ,               ,      2661,           0,      13968
    369,              ,                ,               ,      2667,           0,      14037
    370,              ,                ,               ,      2666,           0,      15810
    371,              ,                ,               ,      2684,           0,      13201
    372,              ,                ,               ,      2699,           0,      15075
    373,              ,                ,               ,      2711,           0,      17723
    374,              ,                ,               ,      2721,           0,      13988
    375,              ,                ,               ,      2725,           0,      14696
    376,              ,                ,               ,      2744,           0,      15040
    377,              ,                ,               ,      2753,           0,      15772
    378,              ,                ,               ,      2755,           0,      15074
    379,              ,                ,               ,      2780,           0,      12353
    380,              ,                ,               ,      2770,           0,      13230
    381,              ,                ,               ,      2778,           0,      12138
    382,              ,                ,               ,      2798,           0,      12938
    383,              ,                ,               ,      2797,           0,      13479
    384,              ,                ,               ,      2799,           0,      12932
    385,              ,                ,               ,      2806,           0,      12516
    386,              ,                ,               ,      2829,           0,      13707
    387,              ,                ,               ,      2832,           0,      14860
    388,              ,                ,               ,      2849,           0,      13564
    389,              ,                ,               ,      2867,           0,      14102
    390,              ,                ,               ,      2864,           0,      15681
    391,              ,                ,               ,      2868,           0,      12739
    392,              ,                ,               ,      2896,           0,      13241
    393,              ,                ,               ,      2903,           0,      15472
    394,              ,                ,               ,      2907,           0,      15396
    395,              ,                ,               ,      2915,           0,      15257
    396,              ,                ,               ,      2916,           0,      17652
    397,              ,                ,               ,      2918,           0,      17050
    398,              ,                ,               ,      2934,           0,      14254
    399,              ,                ,               ,      2944,           0,      17420
    400,              ,                ,               ,      2960,           0,      15477
    401,              ,                ,               ,      2967,           0,      13958
    402,              ,                ,               ,      2971,           0,      14034
    403,              ,                ,               ,      2985,           0,      15699
    404,              ,                ,               ,      3002,           0,      15272
    405,              ,                ,               ,      3002,           0,      14786
    406,              ,                ,               ,      3005,           0,      15244
    407,              ,                ,               ,      3006,           0,      14819
    408,              ,                ,               ,      3044,           0,      15256
    409,              ,                ,               ,      3053,           0,      15387
    410,              ,                ,               ,      3061,           0,      15574
    411,              ,                ,               ,      3065,           0,      15736
    412,              ,                ,               ,      3052,           0,      15119
    413,              ,                ,               ,      3060,           0,      15424
    414,              ,                ,               ,      3079,           0,      14842
    415,              ,                ,               ,      3088,           0,      15048
    416,              ,                ,               ,      3092,           0,      15940
    417,              ,                ,               ,      3102,           0,      14014
    418,              ,                ,               ,      3129,           0,      14086
    419,              ,                ,               ,      3127,           0,      15119
    420,              ,                ,               ,      3126,           0,      14784
    421,              ,                ,               ,      3136,           0,      15948
    422,              ,                ,               ,      3154,           0,      15473
    423,              ,                ,               ,      3159,           0,      15747
    424,              ,                ,               ,      3161,           0,      16198
    425,              ,                ,               ,      3175,           0,      16093
    426,              ,                ,               ,      3175,           0,      16552
    427,              ,                ,               ,      3176,           0,      15050
    428,              ,                ,               ,      3188,           0,      15212
    429,              ,                ,               ,      3201,           0,      15825
    430,              ,                ,               ,      3207,           0,      16504
    431,              ,                ,               ,      3223,           0,      15530
    432,              ,                ,               ,      3249,           0,      15992
    433,              ,                ,               ,      3258,           0,      16353
    434,              ,                ,               ,      3263,           0,      15536
    435,              ,                ,               ,      3272,           0,      15837
    436,              ,                ,               ,      3267,           0,      16738
    437,              ,                ,               ,      3289,           0,      15909
    438,              ,                ,               ,      3305,           0,      15754
    439,              ,                ,               ,      3321,           0,      15765
    440,              ,                ,               ,      3319,           0,      16454
    441,              ,                ,               ,      3326,           0,      17009
    442,              ,                ,               ,      3329,           0,      15781
    443,              ,                ,               ,      3342,           0,      17204
    444,              ,                ,               ,      3341,           0,      16393
    445,              ,                ,               ,      3353,           0,      15764
    446,              ,                ,               ,      3354,           0,      15769
    447,              ,                ,               ,      3371,           0,      16781
    448,              ,                ,               ,      3375,           0,      17218
    449,              ,                ,               ,      3383,           0,      17111
    450,              ,                ,               ,      3399,           0,      16860
    451,              ,                ,               ,      3408,           0,      17223
    452,              ,                ,               ,      3405,           0,      16396
    453,              ,                ,               ,      3411,           0,      16630
    454,              ,                ,               ,      3431,           0,      15869
    455,              ,                ,               ,      3437,           0,      19572
    456,              ,                ,               ,      3452,           0,      19253
    457,              ,                ,               ,      3461,           0,      16655
    458,              ,                ,               ,      3466,           0,      20358
    459,              ,                ,               ,      3474,           0,      19602
    460,              ,                ,               ,      3488,           0,      16562
    461,              ,                ,               ,      3501,           0,      16000
    462,              ,                ,               ,      3503,           0,      18910
    463,              ,                ,               ,      3520,           0,      17590
    464,              ,                ,               ,      3514,           0,      16950
    465,              ,                ,               ,      3528,           0,      18882
    466,              ,                ,               ,      3546,           0,      18096
    467,              ,                ,               ,      3545,           0,      16550
    468,              ,                ,               ,      3561,           0,      16742
    469,              ,                ,               ,      3577,           0,      17802
    470,              ,                ,               ,      3583,           0,      18390
    471,              ,                ,               ,      3587,           0,      17559
    472,              ,                ,               ,      3596,           0,      16928
    473,              ,                ,               ,      3607,           0,      17773
    474,              ,                ,               ,      3613,           0,      16858
    475,              ,                ,               ,      3622,           0,      18675
    476,              ,                ,               ,      3629,           0,      16927
    477,              ,                ,               ,      3632,           0,      17524
    478,              ,                ,               ,      3648,           0,      17763
    479,              ,                ,               ,      3663,           0,      25095
    480,              ,                ,               ,      3671,           0,      16391
    481,              ,                ,               ,      3683,           0,      20724
    482,              ,                ,               ,      3688,           0,      18316
    483,              ,                ,               ,      3702,           0,      22719
